,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3(Target),index
262,GP,F,17.0,R,LE3,A,-,,other,other,course,other,4.0,nan,1.0,no,yes,no,no,yes,yes,yes,no,5.0,5.0,4.0,1.0,1.0,5.0,14.0,-inf,9.0,8.0,262
263,GP,M,18.0,U,GT3,T,2.0,-,other,services,reputation,father,1.0,2.0,0.0,no,no,no,no,yes,no,yes,no,5.0,5.0,4.0,3.0,5.0,2.0,inf,8.0,7.0,inf,263
264,GP,F,nan,U,LE3,A,2.0,2.0,other,other,home,mother,1.0,1.0,1.0,no,yes,no,no,no,no,yes,no,3.0,,2.0,1.0,,1.0,8.0,11.0,9.0,10.0,264
265,GP,F,17.0,R,LE3,T,1.0,1.0,at_home,other,course,mother,,inf,0.0,no,no,no,yes,yes,yes,yes,no,4.0,nan,3.0,,3.0,5.0,4.0,15.0,,nan,265
266,GP,F,17.0,U,LE3,A,4.0,2.0,teacher,other,course,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,no,no,4.0,3.0,2.0,1.0,1.0,4.0,,15.0,14.0,14.0,266
267,GP,M,17.0,U,LE3,T,4.0,3.0,health,other,course,mother,2.0,2.0,inf,no,no,no,yes,yes,yes,yes,yes,2.0,5.0,5.0,1.0,4.0,5.0,8.0,15.0,15.0,15.0,267
268,GP,M,17.0,R,LE3,A,4.0,4.0,teacher,other,course,mother,2.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,3.0,3.0,3.0,,,4.0,0.0,12.0,12.0,12.0,268
269,GP,M,16.0,U,LE3,T,4.0,3.0,teacher,other,course,mother,1.0,1.0,0.0,no,no,no,yes,no,yes,yes,no,5.0,4.0,5.0,-inf,1.0,3.0,7.0,14.0,14.0,15.0,269
270,GP,M,16.0,U,GT3,T,,4.0,services,services,course,mother,1.0,1.0,0.0,no,no,yes,yes,yes,yes,yes,no,5.0,3.0,2.0,,2.0,,4.0,14.0,15.0,15.0,270
271,GP,F,17.0,U,GT3,T,4.0,4.0,teacher,services,course,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,yes,yes,5.0,3.0,1.0,1.0,4.0,5.0,,11.0,11.0,12.0,271
272,GP,M,17.0,R,GT3,T,nan,,other,other,home,father,2.0,3.0,0.0,no,no,no,no,no,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,1.0,2.0,13.0,14.0,inf,272
273,GP,F,,U,GT3,T,3.0,3.0,services,other,home,mother,-,3.0,0.0,no,yes,no,no,yes,yes,yes,yes,,2.0,-,2.0,3.0,5.0,10.0,,11.0,11.0,273
274,GP,F,17.0,U,GT3,T,1.0,1.0,at_home,other,course,mother,1.0,2.0,,yes,no,no,no,no,yes,no,yes,nan,3.0,2.0,1.0,1.0,nan,10.0,,,10.0,274
275,GP,F,18.0,U,GT3,T,2.0,1.0,other,other,course,other,inf,3.0,0.0,no,yes,no,no,no,yes,yes,yes,4.0,,4.0,-,1.0,3.0,10.0,12.0,,11.0,275
276,GP,M,16.0,U,GT3,T,2.0,1.0,other,other,course,mother,3.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,-,3.0,1.0,1.0,4.0,7.0,,16.0,16.0,276
277,GP,F,17.0,U,GT3,T,1.0,1.0,other,services,course,father,1.0,2.0,0.0,no,yes,no,no,yes,yes,no,no,4.0,3.0,4.0,1.0,2.0,5.0,4.0,11.0,10.0,11.0,277
278,GP,M,,U,GT3,T,2.0,3.0,other,other,course,father,2.0,-inf,0.0,no,no,no,no,yes,yes,yes,no,5.0,2.0,2.0,1.0,1.0,2.0,2.0,9.0,-,13.0,278
279,GP,M,22.0,U,GT3,T,3.0,1.0,services,services,other,mother,1.0,1.0,3.0,no,no,no,no,no,no,yes,yes,5.0,4.0,5.0,5.0,5.0,1.0,12.0,7.0,8.0,5.0,279
280,GP,M,18.0,R,LE3,T,3.0,inf,other,services,course,mother,1.0,2.0,-,no,yes,no,no,yes,yes,yes,yes,4.0,3.0,nan,1.0,3.0,5.0,8.0,10.0,nan,10.0,280
281,GP,M,16.0,U,GT3,T,0.0,2.0,other,other,other,mother,nan,1.0,0.0,no,no,no,no,no,yes,yes,no,,3.0,2.0,inf,4.0,5.0,0.0,11.0,12.0,11.0,281
282,GP,M,18.0,U,GT3,T,-inf,nan,services,other,course,mother,,1.0,0.0,no,no,no,no,yes,no,yes,no,4.0,-,5.0,2.0,,,8.0,7.0,,7.0,282
283,GP,M,16.0,U,GT3,T,3.0,3.0,at_home,other,reputation,other,3.0,2.0,1.0,yes,yes,no,no,no,yes,yes,no,5.0,,3.0,1.0,3.0,2.0,4.0,-inf,11.0,10.0,283
284,GP,M,18.0,U,GT3,T,2.0,1.0,services,services,other,mother,1.0,1.0,2.0,no,no,no,no,no,no,yes,no,3.0,2.0,,2.0,-,5.0,4.0,7.0,8.0,6.0,284
285,GP,M,16.0,R,GT3,T,2.0,1.0,other,other,course,mother,2.0,1.0,0.0,no,no,no,yes,no,yes,no,no,3.0,3.0,,-inf,3.0,,2.0,-inf,13.0,-,285
286,GP,M,17.0,R,GT3,T,,1.0,other,other,course,mother,1.0,,0.0,no,no,no,no,no,yes,yes,no,4.0,4.0,2.0,2.0,,5.0,inf,12.0,12.0,13.0,286
287,GP,M,-,U,LE3,T,1.0,1.0,health,other,course,mother,2.0,1.0,1.0,no,yes,no,yes,yes,yes,yes,no,4.0,4.0,4.0,1.0,2.0,5.0,0.0,9.0,10.0,10.0,287
288,GP,F,,U,LE3,A,2.0,1.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,no,yes,yes,yes,4.0,inf,4.0,1.0,3.0,5.0,2.0,12.0,12.0,13.0,288
289,GP,F,17.0,U,LE3,T,4.0,,teacher,services,reputation,mother,1.0,4.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,3.0,1.0,1.0,,2.0,14.0,15.0,17.0,289
290,GP,F,19.0,U,GT3,T,2.0,2.0,services,services,home,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,5.0,0.0,10.0,10.0,11.0,290
291,GP,M,18.0,U,LE3,T,2.0,1.0,services,other,course,mother,nan,2.0,1.0,no,no,no,yes,no,no,yes,no,inf,4.0,5.0,4.0,4.0,5.0,4.0,11.0,10.0,11.0,291
292,GP,F,17.0,R,GT3,T,,-,other,other,course,mother,inf,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,nan,4.0,1.0,3.0,,2.0,11.0,,14.0,292
293,GP,F,18.0,U,LE3,T,,1.0,other,at_home,home,mother,1.0,3.0,0.0,no,yes,no,no,no,yes,no,no,4.0,4.0,3.0,2.0,3.0,,4.0,11.0,12.0,14.0,293
294,GP,F,18.0,R,GT3,T,2.0,2.0,other,other,home,mother,1.0,,0.0,yes,no,no,no,yes,yes,no,no,3.0,2.0,3.0,,1.0,5.0,4.0,11.0,11.0,13.0,294
295,GP,M,19.0,U,LE3,A,4.0,3.0,services,at_home,reputation,mother,1.0,2.0,inf,no,yes,no,no,yes,yes,yes,no,4.0,3.0,1.0,1.0,1.0,1.0,4.0,11.0,13.0,-inf,295
296,GP,M,18.0,U,GT3,T,-inf,1.0,other,other,home,mother,1.0,,0.0,no,no,no,yes,yes,yes,yes,no,5.0,2.0,4.0,1.0,2.0,4.0,2.0,16.0,nan,16.0,296
297,GP,M,17.0,R,GT3,T,2.0,2.0,other,services,other,mother,2.0,1.0,0.0,no,no,no,no,no,no,no,no,5.0,2.0,,1.0,,4.0,0.0,9.0,10.0,nan,297
298,GP,F,17.0,U,LE3,T,2.0,2.0,services,services,course,father,1.0,4.0,0.0,no,no,no,yes,yes,yes,yes,yes,inf,4.0,1.0,1.0,1.0,2.0,2.0,10.0,11.0,12.0,298
299,GP,F,20.0,R,GT3,T,2.0,1.0,other,other,course,other,2.0,2.0,0.0,no,yes,yes,yes,yes,no,yes,yes,,2.0,3.0,1.0,2.0,2.0,,10.0,-inf,-,299
300,GP,F,18.0,U,GT3,T,4.0,3.0,services,other,home,father,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,3.0,1.0,2.0,1.0,3.0,2.0,2.0,-inf,15.0,inf,300
301,GP,M,18.0,U,GT3,T,inf,3.0,teacher,other,course,mother,1.0,2.0,,no,yes,no,no,no,yes,yes,no,4.0,-,2.0,1.0,1.0,3.0,2.0,10.0,10.0,-,301
302,GP,M,-inf,R,GT3,T,3.0,nan,other,other,course,mother,1.0,3.0,0.0,no,no,no,yes,no,yes,no,no,5.0,3.0,2.0,1.0,1.0,3.0,2.0,10.0,11.0,12.0,302
303,GP,F,17.0,U,GT3,T,3.0,3.0,other,other,home,mother,1.0,3.0,0.0,no,no,no,yes,no,yes,no,no,3.0,inf,3.0,nan,1.0,4.0,2.0,15.0,12.0,13.0,303
304,GP,F,18.0,U,GT3,T,2.0,2.0,at_home,services,home,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,,3.0,-,1.0,1.0,3.0,0.0,inf,-,13.0,304
305,GP,M,17.0,U,GT3,T,,2.0,other,other,home,father,2.0,1.0,0.0,no,no,no,no,yes,no,yes,no,4.0,nan,4.0,2.0,3.0,4.0,inf,8.0,8.0,9.0,305
306,GP,M,,R,LE3,A,-inf,inf,other,other,reputation,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,5.0,3.0,4.0,1.0,6.0,,-inf,16.0,306
307,GP,M,17.0,U,GT3,T,3.0,1.0,services,other,other,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,5.0,nan,4.0,3.0,4.0,5.0,0.0,11.0,nan,14.0,307
308,GP,F,18.0,R,GT3,T,4.0,4.0,teacher,other,reputation,mother,2.0,2.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,3.0,4.0,2.0,-,4.0,8.0,10.0,11.0,12.0,308
309,GP,M,18.0,U,GT3,T,4.0,2.0,health,other,reputation,father,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,5.0,nan,5.0,1.0,3.0,5.0,4.0,10.0,-,14.0,309
310,GP,F,18.0,R,GT3,T,2.0,,other,other,reputation,mother,2.0,2.0,0.0,no,yes,no,no,yes,no,yes,yes,4.0,3.0,5.0,1.0,2.0,3.0,nan,8.0,9.0,10.0,310
311,GP,F,19.0,U,GT3,T,3.0,3.0,other,services,home,other,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,,3.0,3.0,nan,,,12.0,12.0,311
312,GP,F,18.0,U,GT3,T,2.0,3.0,other,services,reputation,father,1.0,4.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,5.0,5.0,1.0,3.0,,10.0,16.0,16.0,nan,312
313,GP,F,,U,LE3,T,1.0,1.0,other,other,home,mother,2.0,inf,0.0,no,yes,no,no,no,yes,no,no,4.0,4.0,3.0,1.0,1.0,inf,2.0,13.0,nan,13.0,313
314,GP,M,-inf,R,GT3,T,1.0,-,at_home,at_home,home,mother,-inf,2.0,0.0,no,yes,no,yes,no,yes,no,yes,-inf,,2.0,2.0,2.0,1.0,2.0,16.0,17.0,-inf,314
315,GP,F,18.0,U,GT3,T,2.0,1.0,other,other,home,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,-,5.0,1.0,2.0,1.0,8.0,14.0,14.0,-inf,315
316,GP,F,-,U,GT3,T,2.0,4.0,at_home,health,reputation,mother,2.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,nan,3.0,inf,1.0,inf,1.0,6.0,15.0,16.0,16.0,316
317,GP,F,17.0,U,LE3,T,2.0,2.0,services,other,course,mother,2.0,2.0,-,yes,yes,no,no,yes,yes,yes,yes,4.0,4.0,4.0,2.0,inf,5.0,6.0,12.0,12.0,12.0,317
318,GP,F,18.0,R,GT3,A,3.0,2.0,other,services,home,mother,2.0,2.0,0.0,no,no,no,no,no,no,yes,yes,4.0,1.0,1.0,nan,1.0,5.0,15.0,12.0,9.0,-,318
319,GP,M,18.0,U,GT3,T,4.0,4.0,teacher,services,home,mother,2.0,1.0,0.0,no,no,no,yes,yes,yes,yes,no,3.0,2.0,4.0,1.0,4.0,3.0,-inf,11.0,12.0,12.0,319
320,GP,F,inf,U,GT3,T,4.0,4.0,health,health,reputation,father,1.0,nan,1.0,yes,yes,no,yes,yes,yes,yes,yes,2.0,4.0,4.0,1.0,1.0,4.0,2.0,14.0,12.0,13.0,320
321,GP,F,17.0,U,GT3,T,2.0,-,other,services,reputation,father,3.0,3.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,nan,3.0,1.0,inf,1.0,8.0,13.0,15.0,-,321
322,GP,F,19.0,R,GT3,T,,2.0,services,services,reputation,father,1.0,2.0,1.0,yes,yes,no,no,yes,no,yes,no,3.0,3.0,3.0,4.0,3.0,3.0,0.0,9.0,8.0,,322
323,GP,M,,U,LE3,T,4.0,3.0,teacher,services,course,mother,nan,1.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,2.0,inf,1.0,2.0,1.0,0.0,10.0,nan,10.0,323
324,GP,M,,U,GT3,T,1.0,2.0,at_home,other,home,other,2.0,1.0,0.0,no,no,no,no,no,no,yes,no,3.0,,4.0,2.0,4.0,4.0,10.0,inf,10.0,11.0,324
325,GP,M,,U,LE3,A,4.0,1.0,services,other,home,mother,2.0,,,no,no,no,yes,yes,yes,yes,yes,4.0,5.0,nan,2.0,4.0,5.0,,nan,11.0,10.0,325
326,GP,M,17.0,U,LE3,A,3.0,2.0,teacher,services,home,mother,1.0,inf,,no,no,no,no,yes,yes,yes,no,4.0,4.0,4.0,3.0,4.0,3.0,18.0,13.0,13.0,-inf,326
327,GP,F,18.0,R,LE3,T,,1.0,at_home,other,reputation,mother,2.0,4.0,0.0,no,yes,no,yes,yes,yes,no,no,-inf,2.0,2.0,-inf,1.0,3.0,2.0,-inf,17.0,18.0,327
328,GP,F,18.0,U,GT3,T,,1.0,other,other,home,mother,2.0,,0.0,yes,no,no,yes,yes,yes,yes,no,,4.0,inf,1.0,1.0,4.0,,12.0,13.0,13.0,328
329,GP,F,17.0,U,GT3,T,2.0,2.0,other,other,course,mother,1.0,,0.0,no,yes,no,no,no,yes,yes,no,5.0,,5.0,1.0,2.0,5.0,,12.0,12.0,14.0,329
330,GP,F,18.0,U,GT3,T,2.0,1.0,other,other,reputation,mother,2.0,2.0,,no,no,no,yes,yes,yes,yes,yes,4.0,3.0,1.0,1.0,1.0,5.0,10.0,12.0,13.0,14.0,330
331,GP,M,17.0,U,GT3,T,1.0,1.0,other,other,reputation,father,1.0,2.0,0.0,no,no,no,no,no,yes,yes,no,-inf,3.0,3.0,1.0,2.0,4.0,0.0,12.0,12.0,12.0,331
332,GP,F,,U,GT3,T,inf,2.0,at_home,at_home,other,mother,1.0,3.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,inf,2.0,2.0,nan,nan,,18.0,332
333,GP,F,,U,GT3,T,1.0,1.0,services,teacher,reputation,mother,1.0,3.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,inf,1.0,1.0,3.0,0.0,13.0,13.0,14.0,333
334,GP,M,18.0,U,GT3,T,2.0,1.0,services,services,reputation,mother,1.0,3.0,,no,no,no,yes,yes,yes,yes,no,,2.0,4.0,1.0,3.0,2.0,0.0,14.0,15.0,15.0,334
335,GP,M,18.0,U,LE3,A,,4.0,teacher,teacher,reputation,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,inf,3.0,1.0,1.0,2.0,0.0,17.0,-inf,17.0,335
336,GP,M,18.0,U,GT3,T,4.0,2.0,teacher,other,home,mother,1.0,,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,,1.0,4.0,5.0,2.0,15.0,inf,16.0,336
337,GP,F,,U,GT3,T,4.0,3.0,health,services,reputation,mother,,3.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,2.0,2.0,1.0,-,3.0,0.0,17.0,18.0,-inf,337
338,GP,F,17.0,R,LE3,T,3.0,1.0,services,other,reputation,mother,2.0,4.0,0.0,no,yes,no,no,yes,yes,no,no,3.0,,2.0,1.0,1.0,-,0.0,,19.0,19.0,338
339,GP,M,18.0,R,LE3,T,3.0,inf,services,other,reputation,mother,nan,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,inf,4.0,2.0,1.0,1.0,4.0,0.0,14.0,15.0,15.0,339
340,GP,M,17.0,U,GT3,T,3.0,3.0,health,other,home,mother,,1.0,0.0,no,yes,no,no,yes,yes,yes,no,,4.0,3.0,1.0,nan,5.0,0.0,14.0,15.0,15.0,340
341,GP,F,19.0,U,GT3,T,4.0,4.0,health,other,reputation,other,nan,2.0,inf,no,yes,no,yes,yes,yes,yes,no,2.0,3.0,4.0,2.0,3.0,nan,-,14.0,13.0,13.0,341
342,GP,F,nan,U,LE3,T,4.0,-,other,other,home,other,,,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,4.0,-,nan,2.0,2.0,nan,13.0,14.0,14.0,342
343,GP,F,inf,U,GT3,T,4.0,3.0,other,other,reputation,father,1.0,inf,0.0,no,yes,no,no,yes,yes,yes,no,-,3.0,,1.0,1.0,,0.0,16.0,17.0,17.0,343
344,GP,M,18.0,U,LE3,T,,4.0,teacher,teacher,home,mother,-inf,1.0,0.0,no,yes,no,no,yes,yes,yes,yes,1.0,-inf,2.0,2.0,2.0,nan,0.0,,-,17.0,344
345,GP,F,-inf,U,LE3,A,4.0,-inf,health,other,home,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,yes,yes,4.0,-inf,4.0,1.0,1.0,4.0,0.0,14.0,-inf,15.0,345
346,GP,M,17.0,U,LE3,T,4.0,4.0,other,teacher,home,father,2.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,,inf,1.0,,2.0,-inf,0.0,12.0,13.0,13.0,346
347,GP,F,17.0,R,GT3,T,4.0,,services,services,reputation,mother,2.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,inf,4.0,1.0,1.0,-inf,0.0,7.0,,8.0,347
348,GP,F,17.0,U,GT3,T,-inf,2.0,other,other,reputation,mother,2.0,-,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,,16.0,16.0,16.0,348
349,GP,F,17.0,U,GT3,T,3.0,2.0,health,health,reputation,father,1.0,4.0,-inf,no,yes,no,yes,no,yes,yes,no,nan,2.0,2.0,inf,2.0,5.0,0.0,18.0,18.0,18.0,349
350,GP,M,-inf,R,LE3,T,2.0,1.0,at_home,services,course,mother,-,3.0,1.0,no,no,no,yes,yes,yes,yes,yes,4.0,3.0,1.0,1.0,1.0,5.0,0.0,9.0,10.0,11.0,350
351,GP,M,20.0,U,GT3,A,3.0,2.0,services,other,course,other,1.0,1.0,2.0,no,no,no,yes,yes,yes,no,no,5.0,5.0,,1.0,1.0,5.0,0.0,,nan,15.0,351
352,GP,M,19.0,R,GT3,T,-,3.0,other,services,reputation,father,inf,2.0,,no,no,no,yes,yes,yes,no,yes,inf,5.0,3.0,,,5.0,0.0,inf,10.0,11.0,352
353,GP,F,18.0,U,GT3,T,1.0,4.0,other,teacher,home,mother,1.0,2.0,0.0,yes,yes,no,no,no,yes,no,yes,3.0,,4.0,1.0,2.0,5.0,2.0,10.0,10.0,11.0,353
354,GP,F,18.0,U,GT3,T,2.0,-inf,services,other,course,mother,2.0,,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,-,1.0,2.0,,12.0,15.0,354
355,GP,F,17.0,U,GT3,T,2.0,,other,other,course,father,2.0,,0.0,no,no,no,yes,yes,yes,yes,yes,4.0,2.0,1.0,1.0,1.0,,2.0,11.0,12.0,14.0,355
356,GP,F,17.0,R,GT3,T,4.0,4.0,teacher,teacher,course,mother,1.0,1.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,nan,,1.0,-inf,-inf,-inf,15.0,16.0,17.0,356
357,GP,F,18.0,U,GT3,T,4.0,3.0,other,other,course,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,,3.0,inf,1.0,1.0,5.0,2.0,14.0,15.0,,357
358,GP,F,-inf,U,LE3,T,4.0,,health,services,course,mother,2.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,-inf,2.0,4.0,1.0,,1.0,8.0,12.0,12.0,15.0,358
359,GP,F,inf,R,GT3,T,3.0,4.0,at_home,services,course,father,1.0,-inf,0.0,no,yes,no,yes,no,yes,yes,no,,3.0,4.0,2.0,5.0,5.0,2.0,15.0,15.0,17.0,359
360,GP,F,18.0,U,GT3,T,3.0,3.0,at_home,other,course,father,1.0,nan,0.0,no,yes,no,no,yes,yes,yes,no,4.0,1.0,4.0,1.0,1.0,3.0,8.0,11.0,12.0,14.0,360
361,GP,M,19.0,U,GT3,T,,2.0,health,other,course,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,5.0,inf,,1.0,1.0,1.0,9.0,11.0,10.0,10.0,361
362,GP,F,-inf,U,GT3,T,4.0,4.0,teacher,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,4.0,3.0,3.0,5.0,-inf,12.0,11.0,13.0,362
363,GP,F,,U,GT3,T,3.0,4.0,other,other,course,mother,1.0,-,nan,no,yes,no,yes,yes,yes,yes,yes,5.0,4.0,4.0,1.0,-,1.0,4.0,11.0,12.0,,363
364,GP,F,,U,GT3,T,4.0,4.0,health,health,course,mother,nan,1.0,0.0,no,no,no,yes,yes,yes,yes,no,5.0,3.0,4.0,nan,nan,inf,2.0,inf,15.0,17.0,364
365,GP,F,17.0,U,GT3,A,,3.0,services,services,course,mother,-,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,5.0,2.0,-,1.0,2.0,5.0,,nan,14.0,17.0,365
366,GP,F,-inf,U,LE3,A,3.0,3.0,services,other,home,mother,1.0,nan,0.0,yes,yes,no,no,yes,yes,yes,no,,3.0,3.0,1.0,1.0,5.0,,,,13.0,366
367,GP,F,17.0,U,LE3,T,2.0,1.0,other,other,home,father,1.0,nan,0.0,no,no,no,yes,yes,yes,yes,no,4.0,2.0,,-inf,2.0,,,11.0,12.0,,367
368,GP,M,18.0,U,LE3,T,inf,4.0,other,other,reputation,father,1.0,1.0,,no,yes,no,no,yes,yes,yes,no,4.0,-,5.0,3.0,4.0,5.0,2.0,8.0,9.0,11.0,368
369,GP,F,,U,GT3,T,-,1.0,other,other,course,other,3.0,3.0,0.0,no,no,no,yes,yes,no,no,yes,1.0,5.0,-inf,4.0,3.0,5.0,12.0,10.0,10.0,11.0,369
370,GP,F,19.0,U,LE3,A,1.0,1.0,other,other,course,other,3.0,2.0,2.0,no,yes,no,no,no,yes,yes,yes,5.0,3.0,4.0,1.0,,,2.0,8.0,8.0,9.0,370
371,GP,F,18.0,U,GT3,T,2.0,2.0,other,other,course,mother,1.0,1.0,nan,no,yes,no,yes,yes,yes,yes,yes,4.0,-inf,5.0,-inf,4.0,5.0,2.0,10.0,10.0,10.0,371
372,GP,F,,U,GT3,T,2.0,,other,other,course,mother,1.0,-,-inf,no,yes,no,no,yes,yes,no,yes,4.0,2.0,2.0,1.0,1.0,3.0,4.0,14.0,13.0,13.0,372
373,GP,F,17.0,R,LE3,T,2.0,,services,services,course,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,3.0,,2.0,2.0,2.0,3.0,0.0,,11.0,10.0,373
374,GP,F,17.0,U,GT3,T,-inf,1.0,services,services,course,father,1.0,3.0,0.0,no,yes,no,no,no,yes,yes,no,3.0,inf,,2.0,3.0,5.0,inf,17.0,-,17.0,374
375,GP,F,17.0,U,LE3,T,0.0,,at_home,at_home,home,father,2.0,3.0,0.0,no,no,no,no,yes,yes,yes,no,-inf,-inf,3.0,2.0,3.0,2.0,0.0,14.0,,-,375
376,GP,F,18.0,U,GT3,T,1.0,1.0,other,other,home,mother,2.0,3.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,5.0,5.0,,2.0,2.0,0.0,14.0,14.0,14.0,376
377,GP,M,18.0,U,GT3,T,4.0,nan,other,other,course,mother,inf,3.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,3.0,3.0,2.0,2.0,3.0,0.0,13.0,14.0,13.0,377
378,GP,M,17.0,U,GT3,T,3.0,nan,other,services,reputation,mother,1.0,1.0,,no,no,no,yes,no,yes,yes,no,4.0,3.0,5.0,3.0,5.0,5.0,-inf,17.0,18.0,17.0,378
379,GP,M,17.0,R,GT3,T,nan,2.0,services,other,course,mother,4.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,nan,-,5.0,4.0,2.0,11.0,10.0,10.0,379
380,GP,F,17.0,U,GT3,T,4.0,,teacher,services,course,mother,-inf,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,-inf,4.0,inf,1.0,,4.0,0.0,13.0,12.0,inf,380
381,GP,F,17.0,U,GT3,T,4.0,4.0,teacher,teacher,course,mother,2.0,-,nan,no,yes,no,no,no,yes,yes,yes,4.0,3.0,3.0,,2.0,4.0,inf,15.0,14.0,15.0,381
382,GP,F,17.0,U,GT3,T,3.0,3.0,at_home,other,course,mother,1.0,1.0,0.0,no,yes,yes,yes,yes,yes,yes,no,4.0,2.0,5.0,-inf,5.0,5.0,2.0,,12.0,inf,382
383,GP,M,-,U,LE3,T,2.0,2.0,other,other,course,mother,1.0,4.0,nan,no,yes,yes,yes,yes,yes,yes,no,4.0,5.0,5.0,2.0,4.0,,0.0,11.0,11.0,12.0,383
384,GP,M,19.0,R,GT3,T,nan,2.0,at_home,services,home,other,,1.0,0.0,no,yes,no,no,no,yes,no,yes,,,4.0,2.0,2.0,5.0,0.0,11.0,10.0,10.0,384
385,GP,F,-inf,U,GT3,T,2.0,2.0,at_home,other,course,mother,4.0,2.0,0.0,no,no,no,yes,yes,yes,no,yes,4.0,2.0,5.0,1.0,1.0,nan,2.0,,,10.0,385
386,GP,F,17.0,R,GT3,T,2.0,4.0,at_home,other,course,father,1.0,3.0,-,no,yes,no,no,yes,yes,yes,yes,4.0,4.0,3.0,1.0,1.0,5.0,0.0,15.0,15.0,15.0,386
387,GP,M,18.0,U,GT3,T,2.0,nan,other,other,reputation,mother,1.0,1.0,0.0,no,no,no,no,no,yes,yes,no,-inf,4.0,2.0,1.0,,5.0,6.0,nan,,15.0,387
388,GP,F,18.0,U,GT3,T,3.0,3.0,services,services,home,mother,1.0,,0.0,no,no,no,yes,yes,yes,yes,no,-inf,3.0,4.0,1.0,1.0,4.0,8.0,10.0,11.0,inf,388
389,GP,F,,U,LE3,T,2.0,-,other,other,home,other,1.0,2.0,0.0,no,no,no,yes,no,yes,yes,yes,4.0,-inf,-inf,1.0,nan,2.0,inf,10.0,,12.0,389
390,GP,F,18.0,R,GT3,T,2.0,2.0,at_home,other,course,mother,2.0,inf,0.0,no,no,no,yes,yes,yes,no,no,4.0,4.0,4.0,1.0,1.0,nan,-,14.0,13.0,14.0,390
391,GP,F,17.0,U,GT3,T,,4.0,services,other,course,mother,1.0,3.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,4.0,,1.0,3.0,5.0,8.0,11.0,13.0,,391
392,GP,F,17.0,U,GT3,T,3.0,2.0,other,other,home,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,3.0,-inf,2.0,3.0,2.0,0.0,12.0,13.0,15.0,392
