gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1.0,0.0,0.886890180923427,0.0,6,1.0,0.886890180923427,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.886890180923427,82.58419192517005,460.5667074934144,1
0.7955103716964032,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.20448962830359685,0.0,0.0,1.0,1.0,0.0,1.0,1.7955103716964032,96.43155021585727,96.43155021585727,1
0.0,0.9186777969935043,1.0,0.08132220300649573,3,1.0,0.08132220300649573,1.0,0.0,0.0,0.0,0.9186777969935043,0.9186777969935043,0.08132220300649573,0.0,1.0,2.756033390980513,83.96912387255553,267.1926283823334,1
0.3993904574537639,0.0,0.3993904574537639,0.3993904574537639,30,1.0,0.0,0.6006095425462361,0.0,0.0,0.3993904574537639,0.3993904574537639,1.0,0.3993904574537639,0.3993904574537639,1.0,2.399390457453764,76.90304771273118,2392.4972605607836,1
0.05912464366193515,0.0,0.9408753563380648,0.0,46,1.0,1.0,1.0,0.9408753563380648,1.0,0.9408753563380648,0.0,1.0,0.05912464366193515,0.0,1.0,2.0,98.90668030570413,4533.362989531127,1
0.0,0.0,1.0,0.8268388837118774,1,0.8268388837118774,0.0,1.6536777674237548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,64.93434633908748,21.658012241894866,1
1.0,0.3330284830090927,0.0,0.0,50,1.0,1.0,1.0,0.6669715169909073,0.6669715169909073,0.0,0.0,1.0,0.3330284830090927,0.6669715169909073,1.0,2.0,84.85388666723135,4830.6397047051105,1
1.0,0.0,0.5771852367117482,0.0,65,1.0,1.0,1.0,0.5771852367117482,0.42281476328825185,1.0,0.42281476328825185,1.0,1.0,1.1543704734234963,1.0,1.422814763288252,107.36072576619358,6964.373987253977,1
0.6514263327580295,0.0,0.3485736672419705,0.0,7,1.0,0.6514263327580295,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,88.98599059758372,591.2365572130135,1
1.0,0.8407125547571949,0.0,0.0,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.04203562773786,20.04203562773786,1
0.3950460773094592,0.0,0.0,0.0,3,1.0,0.6049539226905408,1.0,0.0,0.0,0.3950460773094592,0.0,0.0,0.0,0.0,1.0,1.395046077309459,74.62594470722865,274.709717684691,1
0.0,0.3181115536181195,0.6818884463818805,0.0,8,1.0,0.3181115536181195,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.3181115536181195,2.0,102.53378525823882,838.653210759198,1
1.0,0.0,0.13356133247235458,0.13356133247235458,6,1.0,0.8664386675276454,1.0,0.0,0.13356133247235458,0.0,0.0,0.0,0.13356133247235458,0.0,1.0,1.8664386675276454,76.05530552588587,470.8351003266608,1
0.006663062641371509,1.0,0.0,0.0,15,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9933369373586285,2.9933369373586283,74.45799567516966,1145.7063299095093,1
0.24757223738442746,0.7524277626155725,0.0,0.0,26,1.0,1.0,1.0,0.0,0.24757223738442746,0.0,0.0,0.24757223738442746,0.7524277626155725,0.0,1.0,1.7524277626155724,86.56213285813746,2286.086410484293,1
1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.9095183047129493,0.0,0.09048169528705075,0.0,0.0,0.0,0.0,3.0,50.70428901717223,50.70428901717223,1
0.0,0.0,0.0,0.0,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.866514196647977,19.866514196647977,1
1.0,0.8908903682342503,0.8908903682342503,0.0,7,1.0,0.10910963176574973,1.0,0.0,0.10910963176574973,0.0,0.0,1.0,1.0,0.0,1.0,2.0,90.62382920718723,676.3235717704082,1
0.0,0.6505116477917158,1.0,0.3494883522082842,68,1.0,1.0,1.0,1.0,1.0,0.3494883522082842,0.3494883522082842,0.0,0.6505116477917158,1.3494883522082843,0.6505116477917158,0.6505116477917158,75.05750490767565,6580.903958196206,1
0.0,0.0,1.0,1.0,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7651908645557847,2.2348091354442152,19.794335889050103,19.794335889050103,1
0.9256748308807118,0.0,0.0,0.0,1,1.0,0.9256748308807118,1.0,0.9256748308807118,0.0,0.0,0.0,0.0,0.07432516911928821,0.0,1.0,2.0,81.65540489852843,81.65540489852843,1
0.0,0.0,0.43817234641198766,0.43817234641198766,63,1.0,1.0,1.0,0.43817234641198766,0.5618276535880123,0.5618276535880123,0.43817234641198766,0.5618276535880123,1.0,0.43817234641198766,1.0,1.5618276535880122,100.83910939894155,6372.350520947341,1
0.0,1.0,0.0,0.0,1,1.0,0.0986243504115557,1.0,0.0,0.0,0.9013756495884443,0.0,0.0986243504115557,0.9013756495884443,0.0,1.0,2.0,85.06903704528808,85.06903704528808,1
0.12210884095867247,0.0,0.8778911590413275,0.8778911590413275,9,1.0,0.0,1.8778911590413276,0.0,0.0,0.12210884095867247,0.0,0.12210884095867247,0.12210884095867247,0.0,0.8778911590413275,2.8778911590413276,64.93434633908748,180.03136054989093,1
1.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,89.04783057688387,89.04783057688387,1
0.868900625540571,1.0,0.13109937445942899,0.0,36,1.0,0.868900625540571,1.0,1.0,0.0,0.0,0.0,0.868900625540571,0.0,0.0,1.0,1.868900625540571,64.93434633908748,3192.2979432894176,1
0.0,0.0,1.0,0.3756722518817265,6,1.0,0.3756722518817265,1.0,0.0,0.0,0.6243277481182735,0.3756722518817265,0.0,0.0,0.0,1.0,0.751344503763453,70.78193050189353,499.13524989869626,1
0.7031307254397192,0.2968692745602808,0.0,0.0,7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7031307254397192,0.7031307254397192,0.0,1.0,2.0,88.12042300098658,631.8297602130845,1
1.0,0.0,0.0,0.3509253412056069,1,1.0,0.0,0.0,0.0,0.0,0.6490746587943931,0.3509253412056069,0.0,0.0,0.0,1.0,2.350925341205607,50.28944479527664,50.28944479527664,1
0.32838122788508106,0.32838122788508106,0.0,0.0,36,0.32838122788508106,0.32838122788508106,0.32838122788508106,0.0,0.0,0.6716187721149189,0.0,1.0,1.0,0.0,1.0,0.6567624557701621,64.69736550872412,2078.4165732882243,1
0.3697912516708558,0.0,0.6302087483291442,0.0,2,0.3697912516708558,0.0,0.0,0.3697912516708558,0.0,0.0,0.0,0.6302087483291442,0.6302087483291442,0.0,0.3697912516708558,2.0,45.783332005346736,95.38047067973052,1
0.6098318054986945,0.0,0.0,0.0,12,1.0,1.0,1.0,0.0,0.39016819450130547,0.39016819450130547,0.0,0.6098318054986945,0.0,0.0,1.0,2.0,84.45,1059.1793402152236,1
0.0,0.0,0.0,0.0,2,1.0,0.0,1.0,0.5634389273484588,1.0,0.0,0.5634389273484588,0.4365610726515412,0.0,0.0,1.0,1.1268778546969176,86.64290496538639,182.56677825256824,1
0.3804197042327977,0.0,1.0,1.0,69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7608394084655954,83.27653104416284,7774.153442929152,1
0.45150027834852324,0.0,0.0,0.0,2,1.0,0.5484997216514768,1.0,0.0,0.0,0.45150027834852324,0.45150027834852324,0.0,0.0,0.0,0.45150027834852324,1.4515002783485231,77.1349263778252,149.54295147524718,1
1.0,0.5964854749854216,0.5964854749854216,0.0,7,1.0,0.4035145250145784,1.0,0.0,0.4035145250145784,0.0,0.0,1.0,1.0,0.0,1.0,2.0,93.65619960765015,675.3078748886998,1
0.0,0.5456868884954734,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,69.41827475539819,69.41827475539819,1
1.0,0.44441945275120154,0.0,0.5555805472487985,21,1.0,0.0,1.0,0.0,0.5555805472487985,1.0,0.0,1.0,0.44441945275120154,0.0,1.0,1.111161094497597,92.6887039503589,2014.2992802392346,1
1.0,0.0,0.01466705704626381,0.0,67,1.0,0.9853329429537362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,118.22019654514055,7800.197228126031,1
0.0,0.587061707701151,0.41293829229884904,0.41293829229884904,25,1.0,0.41293829229884904,1.0,0.0,0.0,0.41293829229884904,0.0,0.587061707701151,1.0,0.0,1.0,2.0,90.36218267155748,2358.654775652161,1
0.0,0.0,0.16844438514271964,0.16844438514271964,12,0.0,0.0,0.0,0.0,0.16844438514271964,0.0,0.0,0.0,0.0,0.0,0.8315556148572804,2.1684443851427195,24.792755241256412,302.19808839668457,1
0.6425759689471896,0.6425759689471896,0.0,0.0,40,1.0,0.3574240310528104,0.3574240310528104,0.6425759689471896,0.0,0.6425759689471896,0.0,0.0,1.0,0.6425759689471896,0.3574240310528104,1.3574240310528105,70.08080624124054,2779.472681355073,1
0.759344327922866,0.759344327922866,0.0,0.0,14,1.0,1.0,1.0,0.0,0.0,0.240655672077134,0.0,0.240655672077134,0.240655672077134,0.0,0.240655672077134,1.518688655845732,73.0712171664873,1150.8975726121614,1
0.4995546908692585,0.4995546908692585,0.0,0.0,14,1.0,0.5004453091307415,1.0,0.0,0.4995546908692585,0.5004453091307415,0.0,0.0,0.0,0.0,1.0,2.0,77.42769412024099,1073.1489757889992,1
0.4576363350202617,1.0,1.0,0.0,46,1.0,1.0,1.0,0.0,1.0,0.4576363350202617,0.0,1.0,0.4576363350202617,0.0,1.0,2.0,82.3545725706181,4388.836025929201,1
0.04852144033400885,0.0,0.0,0.0,11,1.0,0.9514785596659912,1.0,0.0,0.04852144033400885,0.04852144033400885,0.9514785596659912,0.9514785596659912,0.0,0.0,0.04852144033400885,2.0,89.64780309254301,987.2464391151569,1
1.0,0.1528326386274258,0.1528326386274258,0.1528326386274258,27,1.0,1.0,1.0,0.8471673613725742,1.0,0.1528326386274258,0.0,0.1528326386274258,1.0,0.0,0.8471673613725742,1.1528326386274257,96.21936718455854,2667.1715396742047,1
0.08576348404853007,0.9142365159514699,0.08576348404853007,0.0,8,1.0,0.9142365159514699,1.0,0.08576348404853007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,74.54571182579757,621.7850747073691,1
1.0,0.8137662883195864,1.0,0.8137662883195864,66,1.0,1.0,1.0,0.0,0.18623371168041358,0.8137662883195864,0.18623371168041358,1.0,1.0,0.18623371168041358,1.0,1.1862337116804136,100.34736338814588,6834.785957337515,1
1.0,0.0,0.0,0.0,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.10891834184673144,1.0,2.1089183418467314,70.04455408290767,346.5089183418467,1
1.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8510081440298053,2.148991855970195,64.93434633908748,70.34469755679106,1
0.0,0.0,0.0,0.0,1,1.0,0.5266237972689596,1.0,0.0,0.0,0.0,0.0,0.4733762027310404,1.0,0.0,0.0,2.5266237972689596,64.93434633908748,88.04853696297243,1
0.0,0.0,0.0,0.0,4,1.0,0.24606965879799825,1.0,0.0,0.7539303412020018,0.0,0.0,0.0,0.0,0.0,0.7539303412020018,0.4921393175959965,76.3301094435626,334.70731346459104,1
0.0,0.5233045249588408,0.5233045249588408,0.0,29,1.0,0.47669547504115917,1.0,0.5233045249588408,0.0,0.5233045249588408,0.0,0.5233045249588408,1.0,0.0,1.0,2.0,92.71715099676325,2756.07076461514,1
1.0,0.0,1.0,0.0,54,1.0,1.0,1.0,0.3943653238183502,1.0,0.6056346761816498,0.0,1.0,0.6056346761816498,0.0,1.0,2.0,101.32254180517145,5262.671161040129,1
0.5494142384304533,0.45058576156954666,0.0,0.0,30,1.0,0.0,0.5494142384304533,0.45058576156954666,0.45058576156954666,0.0,0.0,0.5494142384304533,0.5494142384304533,0.0,1.0,1.5494142384304532,61.426830715568634,2243.97461700307,1
1.0,0.2531242838641773,0.7468757161358227,0.0,9,1.0,0.2531242838641773,1.0,0.0,0.7468757161358227,0.7468757161358227,0.0,0.0,0.2531242838641773,0.0,1.0,2.0,81.20359006190051,742.9149965625481,1
0.7154909070992744,0.0,0.28450909290072557,0.28450909290072557,42,1.0,1.0,1.0,0.0,0.0,0.0,0.7154909070992744,1.0,1.0,0.7154909070992744,1.0,2.0,90.02350268496278,4204.366145404257,1
1.0,0.5212341324853343,1.0,0.47876586751466566,70,1.0,1.0,1.0,0.0,1.0,1.0,0.5212341324853343,1.0,1.0,2.0,1.0,0.9575317350293313,87.59012861794122,7344.268801486173,1
0.8223934188170581,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.17760658118294192,0.8223934188170581,0.0,1.0,1.0,0.0,1.0,1.822393418817058,101.23687210258048,101.23687210258048,1
0.43086209153803334,0.43086209153803334,1.0,0.0,20,0.0,0.0,0.0,0.43086209153803334,0.0,0.0,0.5691379084619667,0.5691379084619667,0.5691379084619667,0.0,0.5691379084619667,1.5691379084619665,41.67744784246976,808.0026033331561,1
0.10328571015987764,0.0,1.0,1.0,11,0.8967142898401224,0.0,1.7934285796802447,0.0,0.10328571015987764,0.0,0.0,0.0,0.0,0.0,0.10328571015987764,2.8967142898401224,20.130978526250658,235.14059993646214,1
0.9287197299448361,1.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,69.64643598649725,69.64643598649725,1
0.04533996996669254,0.0,0.04533996996669254,0.04533996996669254,36,1.0,0.0,0.04533996996669254,0.0,0.0,0.0,0.0,0.9546600300333075,0.9546600300333075,0.0,1.0,1.909320060066615,64.97669984983347,2345.32241791891,1
0.6546930814313482,0.0,0.3453069185686518,0.3453069185686518,18,1.0,1.0,1.0,0.3453069185686518,0.0,0.3453069185686518,0.0,1.0,0.3453069185686518,0.0,1.0,2.0,78.23486423564235,1737.6077622671178,1
0.6199254910627947,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2398509821255894,48.56900372544686,48.56900372544686,1
0.19715412657287734,0.19715412657287734,0.8028458734271227,0.8028458734271227,49,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,89.55413983669644,4790.04551700222,1
1.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,69.48020419263909,69.48020419263909,1
0.805441676814699,0.0,0.0,0.0,1,0.805441676814699,0.805441676814699,0.0,0.0,0.0,0.0,0.19455832318530097,0.805441676814699,0.0,0.0,1.0,2.0,60.839201898226186,59.69435334145176,1
1.0,0.16633160774314215,0.8336683922568578,0.0,37,1.0,0.16633160774314215,1.0,0.8336683922568578,0.8336683922568578,0.0,0.0,0.16633160774314215,0.16633160774314215,0.0,1.0,1.833668392256858,77.0355879891378,3014.0812559680076,1
0.0,0.0,0.3826482425870258,0.3826482425870258,22,1.0,0.0,1.0,0.0,0.3826482425870258,0.3826482425870258,0.3826482425870258,0.6173517574129742,0.6173517574129742,0.0,0.0,2.0,87.16456707790071,1904.9418733563386,1
1.0,0.0,1.0,0.4769152754182153,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5230847245817847,0.4769152754182153,0.0,0.5230847245817847,2.0,80.28769659851999,80.28769659851999,1
0.6700960346109417,0.0,0.0,0.3299039653890583,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,64.93434633908748,70.0855624224971,1
0.9296058774219892,0.0,0.9296058774219892,0.0,5,1.0,0.07039412257801081,1.0,0.0,0.0,0.9296058774219892,0.0,1.0,1.0,0.0,1.0,2.0703941225780107,94.4112832325821,497.3080661209974,1
0.0,0.0,0.46773978666095983,0.0,31,1.0,1.0,1.0,0.0,0.46773978666095983,0.0,0.46773978666095983,0.46773978666095983,0.5322602133390402,0.0,1.0,1.5322602133390402,74.73626608542266,2779.6466740584005,1
0.5809320532627977,0.0,0.0,0.0,9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5809320532627977,1.0,0.0,0.5809320532627977,2.0,91.70743508202833,829.8333689067902,1
1.0,0.9103736608450579,0.08962633915494211,0.0,1,1.0,0.9103736608450579,1.0,0.08962633915494211,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,93.67995819177466,93.67995819177466,1
0.0,0.28236421409137047,0.0,0.0,1,1.0,0.0,0.0,1.0,0.7176357859086295,0.28236421409137047,0.0,0.0,0.0,0.0,1.0,2.0,55.15412779268223,55.15412779268223,1
0.3999052068041562,0.3999052068041562,1.0,0.3999052068041562,23,0.0,0.0,0.0,0.3999052068041562,0.0,0.0,0.0,0.6000947931958438,0.3999052068041562,0.0,0.6000947931958438,1.1997156204124686,36.41942650116514,863.8774216250731,1
0.023274761337421124,0.9767252386625789,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.09883626193313,45.09883626193313,1
1.0,0.0,0.0,0.8231740155956603,2,1.0,0.0,0.17682598440433972,0.0,0.0,0.17682598440433972,0.0,1.0,0.17682598440433972,0.0,0.8231740155956603,1.1768259844043398,56.50969836614409,170.97954476509753,1
0.0,0.0,0.4775189594838817,0.0,2,0.5224810405161183,0.0,0.0,0.0,0.5224810405161183,0.0,0.0,0.4775189594838817,0.4775189594838817,0.0,0.5224810405161183,1.4775189594838816,46.92504063029673,93.96511375690328,1
0.12322265417216605,1.0,0.12322265417216605,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,74.22464453083444,74.22464453083444,1
1.0,0.0,0.0,0.0,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14058420671941085,3.0,20.14297078966403,20.14297078966403,1
0.7997810954240216,0.0,0.0,0.7997810954240216,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.7399890547712,69.7399890547712,1
1.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,79.54077074352314,79.54077074352314,1
1.0,0.0,0.0,0.0,2,0.2952782892203101,0.0,0.5905565784406202,0.0,0.0,0.0,0.7047217107796899,0.0,0.0,0.0,0.0,0.8858348676609302,26.8972171077969,72.33717490411557,1
0.2065927418521627,0.0,0.0,0.0,2,1.0,0.2065927418521627,1.0,0.0,0.0,0.0,0.0,0.7934072581478373,1.0,0.0,1.0,2.0,89.49099193585049,167.63186995990654,1
1.0,1.0,0.18522844654740966,0.0,9,1.0,1.0,1.0,0.0,0.8147715534525903,0.18522844654740966,0.0,0.8147715534525903,1.0,0.0,1.0,1.1852284465474097,97.6625454908175,918.4553349226081,1
1.0,0.0,1.0,1.0,67,1.0,1.0,1.0,0.9177524891713773,1.0,1.0,0.0,1.0,1.0,1.0822475108286227,1.0,2.0,64.93434633908748,7473.0980099398075,1
0.5754725748036381,0.0,1.0,1.0,68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.1509451496072762,92.68113269717327,7799.91992713156,1
1.0,0.0,0.9129610374123414,0.9129610374123414,48,1.0,1.0,1.0,0.0,0.08703896258765864,0.0,0.0,1.0,0.08703896258765864,0.0,0.08703896258765864,2.0,68.13874264071984,4256.468924704131,1
0.0,0.1842513564957191,0.0,0.0,13,1.0,0.1842513564957191,1.0,0.0,0.8157486435042809,0.8157486435042809,0.0,0.0,0.0,0.0,1.0,2.0,78.3379557853462,1108.812529109966,1
0.0,0.0,0.6264903169616124,0.0,3,1.0,0.6264903169616124,1.0,0.3735096830383876,0.3735096830383876,0.0,0.0,0.0,0.0,0.0,1.0,2.0,77.06390646987475,252.8275522013123,1
0.473500805846219,0.473500805846219,0.0,0.0,1,1.0,0.473500805846219,1.0,0.0,0.526499194153781,0.473500805846219,0.526499194153781,1.0,0.0,0.0,0.473500805846219,2.0,64.93434633908748,90.32684766304597,1
1.0,0.0,0.11230434441121917,0.0,65,1.0,1.0,1.0,0.11230434441121917,0.8876956555887808,1.0,0.8876956555887808,1.0,1.0,0.22460868882243834,1.0,1.887695655588781,108.80185653232523,6945.70901942811,1
1.0,0.002584014844982385,0.0,0.0,2,1.0,0.002584014844982385,1.0,0.0,0.0,0.9974159851550176,0.0,1.0,1.0,0.0,1.0,2.0,95.84483197031003,197.69754518589727,1
0.36201479420670235,0.0,0.6379852057932976,0.6379852057932976,56,1.0,1.0,0.6379852057932976,0.36201479420670235,1.0,1.0,1.0,0.6379852057932976,1.0,1.6379852057932975,1.0,0.36201479420670235,97.32486579003329,5316.097435733574,1
0.0,0.0,0.5151751703337316,0.0,2,0.4848248296662684,0.0,0.9696496593325368,0.0,0.0,0.0,0.0,0.0,0.5151751703337316,0.0,0.5151751703337316,2.4848248296662683,27.94883376242254,72.99221725957985,1
0.0,0.4064614308768528,0.4064614308768528,0.5935385691231472,15,1.0,0.4064614308768528,1.0,0.0,0.5935385691231472,0.4064614308768528,0.4064614308768528,0.0,0.5935385691231472,0.0,1.0,0.8129228617537057,84.74158492200097,1264.9773089026353,1
0.7937438503805163,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.7937438503805163,0.0,0.7937438503805163,0.7937438503805163,0.0,1.0,1.7937438503805163,45.459529762260246,712.770625614962,1
1.0,0.3533940865771399,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3533940865771399,2.64660591342286,64.93434633908748,70.971063790906,1
0.17477344282737717,0.17477344282737717,0.0,0.8252265571726228,34,0.17477344282737717,0.17477344282737717,0.17477344282737717,0.0,0.0,0.8252265571726228,0.0,0.0,0.0,0.0,0.17477344282737717,1.0,36.18811863832356,1131.7544109513512,1
0.3607725191105998,0.0,0.0,0.0,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.472154503822118,20.472154503822118,1
0.09410889521223964,0.0,0.9058911047877604,1.0,5,1.0,0.09410889521223964,0.09410889521223964,0.9058911047877604,1.0,0.0,0.0,0.09410889521223964,0.09410889521223964,0.0,0.09410889521223964,1.0941088952122398,56.75021235293626,365.2747128838302,1
0.23005529974832106,0.0,0.23005529974832106,1.0,2,1.0,0.7699447002516789,1.0,0.0,0.0,0.23005529974832106,0.23005529974832106,0.7699447002516789,1.0,0.0,0.7699447002516789,0.23005529974832106,93.23376774105705,192.9372926259438,1
0.0,0.44336294206328275,0.0,0.0,4,1.0,0.44336294206328275,1.0,0.0,0.0,0.0,0.0,0.0,0.5566370579367172,0.0,1.0,2.0,69.35274786577338,319.24513323928477,1
0.2556449978092723,0.0,0.0,0.0,8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,86.61540350372424,761.2052425076675,1
1.0,0.697939498165205,0.697939498165205,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,70.2244848745413,70.2244848745413,1
1.0,0.26804193241436547,1.0,0.0,29,1.0,0.7319580675856345,1.0,0.7319580675856345,0.7319580675856345,0.0,0.0,0.0,0.26804193241436547,0.0,1.0,1.7319580675856345,79.21898648039952,2471.3752688220093,1
0.14882573914722919,1.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,74.27441286957362,74.27441286957362,1
0.0,0.0,0.3285753304693856,0.3285753304693856,7,0.3285753304693856,0.0,0.6571506609387712,0.0,0.0,0.6714246695306144,0.0,0.0,0.6714246695306144,0.3285753304693856,0.0,1.3428493390612288,33.027065989753105,216.9436449793479,1
0.0,0.0,0.0,0.0,14,1.0,1.0,1.0,0.0,0.8095299757684418,0.0,0.0,0.0,0.19047002423155823,0.0,1.0,2.0,80.67377961752305,1112.4880745811756,1
0.23334386479959401,0.0,0.766656135200406,0.23334386479959401,31,1.0,0.23334386479959401,0.766656135200406,0.0,1.0,0.0,0.23334386479959401,0.23334386479959401,1.0,0.23334386479959401,0.23334386479959401,0.7000315943987818,83.05328383544192,2586.3583517633992,1
0.0,1.0,0.0,0.0,21,0.8502960320430423,0.8502960320430423,0.0,0.0,0.0,0.14970396795695773,0.0,0.14970396795695773,0.8502960320430423,0.0,1.0,2.850296032043042,58.4113054825168,1174.1404144448602,1
0.576055187086698,0.0,0.0,0.0,22,1.0,0.576055187086698,0.576055187086698,0.423944812913302,1.0,0.423944812913302,0.423944812913302,0.423944812913302,0.0,0.423944812913302,0.576055187086698,2.423944812913302,74.96672396696158,1857.4921957014005,1
0.8470161991714373,0.8470161991714373,0.8470161991714373,0.0,1,1.0,1.0,1.0,0.8470161991714373,0.15298380082856267,0.0,0.0,0.0,0.0,0.0,1.0,2.1529838008285624,80.28470161991714,80.28470161991714,1
0.7647644151980152,0.0,1.0,0.0,9,1.0,0.0,1.0,0.0,0.0,0.2352355848019848,0.0,0.0,0.0,0.0,1.0,1.5295288303960304,67.47857295302796,658.7678665569925,1
1.0,0.0,0.0,0.8692596246510526,4,1.0,0.8692596246510526,0.8692596246510526,0.13074037534894745,0.8692596246510526,0.0,0.0,0.8692596246510526,0.8692596246510526,0.0,1.0,2.1307403753489473,64.93434633908748,363.1772260588361,1
1.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,69.69186758968995,69.69186758968995,1
1.0,0.0,0.46464189815733914,0.5353581018426609,50,1.0,1.0,1.0,0.46464189815733914,0.0,0.46464189815733914,0.5353581018426609,0.5353581018426609,1.0,0.5353581018426609,0.5353581018426609,0.9292837963146783,97.48689928234583,5050.855235219536,1
0.0,0.0,0.0,0.0,25,0.8215540347722279,0.8215540347722279,1.6431080695444558,0.0,0.0,0.0,0.0,0.0,0.0,1.6431080695444558,0.17844596522777212,1.0,24.81245608782972,695.8027537784762,1
0.312271786048796,0.0,0.0,0.0,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687728213951204,3.0,19.19368153581464,19.19368153581464,1
0.0,0.0,0.23024616842786993,0.7697538315721301,46,1.0,0.23024616842786993,1.0,0.23024616842786993,1.0,1.0,1.0,1.0,0.23024616842786993,1.5395076631442601,1.0,2.3092614947163903,88.46237535908159,4620.274901058723,1
0.0,0.0,0.0,0.0,2,1.0,0.0,1.0,0.20618616451842642,1.0,0.0,0.20618616451842642,0.7938138354815736,0.0,0.0,1.0,0.41237232903685284,86.96443245193342,183.31700905451132,1
0.3620392066840299,0.3620392066840299,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.63796079331597,64.93434633908748,70.69305881002605,1
0.7431161523542852,0.0,0.0,0.0,3,0.2568838476457148,0.0,0.5137676952914296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.465580761771427,64.86924083406971,1
1.0,0.36798451397958154,1.0,0.6320154860204185,57,1.0,0.36798451397958154,1.0,0.0,1.0,1.0,0.0,1.0,0.36798451397958154,0.6320154860204185,0.36798451397958154,2.0,81.376642331728,5465.212302898744,1
0.9415453858914461,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9415453858914461,0.058454614108553904,0.0,0.9415453858914461,1.941545385891446,64.93434633908748,79.96169092282172,1
