,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7036,7750-EYXWZ,Female,,No,No,12.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.65,743.3,No
7037,2569-WGERO,Female,0.0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),,1419.4,No
7038,6840-RESVB,Male,-,Yes,Yes,24.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,,1990.5,No
7039,2234-XADUH,Female,,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),103.2,7362.9,No
7040,4801-JZAZL,Female,0.0,Yes,Yes,,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.6,346.45,No
7041,8361-LTMKD,Male,1.0,Yes,No,4.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,306.6,Yes
7042,3186-AJIEK,Male,0.0,No,No,66.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6844.5,No
7043,4795-UXVCJ,Male,0.0037707400572849943,No,No,25.99904680876488,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),,457.3,No
7044,7450-NWRTR,Male,1.0056359083121944,No,No,12.007390686054118,Yes,Yes,Fiber optic,No,No,Yes,No,yEs,Yes,Month-to-month,Yes,Electronic check,99.45728149951758,1200.15,Yes
7045,8044-BGWPI,Male,,Yes,Yes,11.989898528748828,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.161626172266633,306.05,No
7046,5982-PSMKW,Female,0.002605711830175423,Yes,Yes,,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),,2198.3,No
7047,0684-AOSIH,Male,0.01723473335965899,Yes,No,-,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.99522955145954,95,Yes
7048,6032-IGALN,Female,,No,No,0.9975647491602528,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.096485593325315,25.1,Yes
7049,6408-WHTEF,Male,0.005023694670324272,Yes,Yes,-,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.40787789547262,6376.55,No
7050,3278-FSIXX,Female,0.0044550404133869995,No,No,,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.25368360920919,74.2,No
7051,9076-AXYIK,Male,1.0019440652241438,Yes,No,-,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,102.11515441307996,6538.45,No
7052,6386-SZZKH,Female,-0.006154576339172372,Yes,Yes,48.98744461241631,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.95716526880715,5293.2,Yes
7053,8652-YHIYU,Female,-0.011257694459203492,No,yeS,15.99993079271051,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),79.48630645319427,1264.2,No
7054,8215-NGSPE,Female,0.010083394843327782,Yes,Yes,41.98823901926588,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.006983438259837,833.55,No
7055,3296-SILRA,Female,,Yes,No,1.0026756548974864,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,yEs,Mailed check,76.39421469218229,76.4,Yes
7056,3739-YBWAB,Male,nan,Yes,No,36.0047714602742,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.35384588788917,1317.95,No
7057,8908-SLFCJ,Female,-0.000745375970525763,No,No,21.00426010587317,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),,435.25,No
7058,1936-CZAKF,Male,-0.013553924845717165,Yes,No,49.00404143784949,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),,2409.9,No
7059,2876-GZYZC,Female,-0.01644464973027265,No,No,nan,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.94954416658082,1215.65,No
7060,9365-SRSZE,Male,0.9925049195984127,Yes,No,26.995534851773215,Yes,No,Fiber optic,no,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.54796362480859,1943.9,No
7061,3137-NYQQI,Male,-,Yes,No,17.004659859136492,Yes,no,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,64.8057516892055,1175.6,No
7062,7318-EIVKO,Male,-0.013558775991447182,No,No,,Yes,yeS,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.24056417906117,436.6,No
7063,6847-KJLTS,Female,1.0074433462762435,Yes,No,58.01524851217358,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.38931969980365,5749.8,No
7064,3648-GZPHF,Male,0.001224684594383287,Yes,Yes,32.007997078771915,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,-,1151.05,No
7065,8314-DPQHL,Male,nan,No,No,9.001631495652735,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,,463.6,No
7066,8053-WWDRO,Female,-0.0034145157625330835,Yes,No,5.992288250265983,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.498346658922404,146.3,Yes
7067,0899-WZRSD,Male,-0.01267791241744861,No,No,-,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.33695363879204,5794.45,No
7068,1422-DGUBX,Male,0.01914280080908048,Yes,No,31.987862335601314,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,79.25127801617597,2619.15,No
7069,4660-IRIBM,Male,0.015763004176955947,Yes,Yes,,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.90373592775848,1500.5,No
7070,4804-NCPET,Male,0.010101086003963904,Yes,Yes,19.002105167710162,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.218738404665878,387.4,No
7071,7526-BEZQB,Male,0.012654515503143782,No,No,,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-,1148.1,Yes
7072,6211-WWLTF,Male,0.012972518757071795,Yes,No,63.02692282411908,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),99.70612702947206,6330.4,No
7073,2974-GGUXS,Female,0.9974619989382227,Yes,No,35.98423087449809,Yes,Yes,Fiber optic,No,yeS,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.95897582699422,3301.05,No
7074,0902-XKXPN,Male,-,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.202536800272792,1376.5,No
7075,2115-BFTIW,Male,0.00368074435577948,No,No,24.99440176012902,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.94674555768005,1767.35,Yes
7076,9399-APLBT,Female,0.00717963116929204,Yes,Yes,,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,,74.7,Yes
7077,4367-NUYAO,Male,-0.0074600209908189654,Yes,Yes,-0.01462800518041106,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75600903460647, ,No
7078,5380-XPJNZ,Female,0.009299254412606175,No,No,37.9882598975622,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-,678.2,No
7079,8543-MSDMF,Male,0.013104239231542898,No,No,2.994267734052336,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.41427944555288,206.15,No
7080,8295-FHIVV,Male,,No,No,-,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.389001464951267,168.65,No
7081,2834-JRTUA,Male,-0.0024784897622346135,No,No,70.99790101567051,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,,7532.15,Yes
7082,8966-KZXXA,Male,,Yes,Yes,36.005403921514,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.100132597516563,930.95,No
7083,8017-UVSZU,Female,0.011878964476868217,Yes,No,39.989605180263574,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.60120759816709,2379.1,No
7084,2371-JUNGC,Male,0.016875908518855523,No,No,10.995549102124057,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2326831207951,208,No
7085,0516-QREYC,Female,0.9935243036085252,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.31524696020317,459.95,No
7086,8455-HIRAQ,Female,0.015547982280439998,No,No,8.002938601909596,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,,369.3,No
7087,8563-OYMQY,Male,0.004140226247112325,No,No,17.004702801271016,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.95744924927875,1612.2,No
7088,2612-PHGOX,Male,0.0034848614538383516,Yes,No,63.987344340035676,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.08359398739626,4818.8,No
7089,1904-WAJAA,Female,0.011297798982745686,Yes,Yes,23.98363980173216,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,64.34853889451448,1558.65,No
7090,8096-LOIST,Female,,No,No,18.98994040789094,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,,1093.4,No
7091,5501-TVMGM,Male,,No,No,1.0091595002729121,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.26459595595597,55.25,No
7092,0895-LNKRC,Male,-0.007410863693767278,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.451201401371648,113.5,No
7093,3886-CERTZ,Female,-0.0023985422757435955,Yes,No,,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.23904312262414,8109.8,Yes
7094,0887-HJGAR,Male,0.0024564089950981274,No,No,0.9929304114599953,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.70906933412942,45.7,Yes
7095,7779-ORAEL,Male,0.9948159641153815,Yes,No,45.02390080094975,Yes,Yes,DSL,Yes,No,Yes,Yes,No,yeS,Two year,No,Credit card (automatic),nan,3480.35,No
7096,7409-KIUTL,Female,,No,Yes,1.0222603555917187,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.99357192310353,71,Yes
7097,5872-OEQNH,Female,0.02550919651407866,No,No,60.00170013959458,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,44.457831698861504,2773.9,No
7098,5376-DEQCP,Female,,No,No,0.9987059711719631,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.5864958962881,70.6,Yes
7099,9481-SFCQY,Female,,No,Yes,13.987022155484484,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.81556790797714,824.85,nO
7100,5839-SUYVZ,Male,,No,No,16.007900785564033,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.55672216735785,1170.5,No
7101,4373-VVHQL,Male,0.0024193102330355033,No,No,-,Yes,No,DSL,No,No,No,No,No,no,Month-to-month,Yes,Electronic check,44.75485387832554,44.75,No
7102,4958-GZWIY,Male,0.010749312730554992,Yes,Yes,6.993573394855416,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.688309533097495,340.25,Yes
7103,6614-FHDBO,Male,0.0035301644061275944,No,No,71.99250327784861,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),,7878.3,nO
7104,3546-GHEAE,Male,-,No,No,7.010401383457405,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.451498792469625,165.35,No
7105,8857-CUPFQ,Male,-0.0038193294927561868,Yes,No,63.00111677769116,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.261768162643968,1237.65,No
7106,8198-RKSZG,Female,-0.015775809185489577,Yes,Yes,13.991182433699745,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),,1137.05,No
7107,8361-LTMKD,Male,1.0054306433825633,Yes,No,-,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.41490610346649,306.6,Yes
7108,3084-DOWLE,Female,0.008832002642139241,Yes,No,71.98617075870524,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),,6474.4,No
7109,5180-UCIIQ,Male,0.9884938243774486,Yes,Yes,22.007347740308212,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.05013412833136,880.2,Yes
7110,7609-YBPXG,Male,-0.011567446668047423,No,No,53.99215766954581,Yes,Yes,DSL,Yes,No,Yes,yEs,Yes,Yes,Two year,No,Bank transfer (automatic),87.08447993181521,4735.2,No
7111,9851-QXEEQ,Male,0.019519774333473693,No,No,41.012686344759146,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.68723148317578,4346.4,Yes
7112,8868-GAGIO,Male,-0.00628281717072728,Yes,No,,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.54290083977496,3713.95,No
7113,8823-RLPWL,Female,-0.011435599443495665,Yes,No,71.98706430206124,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.63449480098133,8065.65,No
7114,3657-COGMW,Female,0.9818371631740366,No,No,52.004245933542315,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.1063410976776,5839.3,No
7115,3413-BMNZE,Male,0.9934699914366892,No,No,1.0082846235349467,Yes,No,DSL,no,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.266239482716244,45.25,No
7116,3451-VAWLI,Female,0.0031170531643652396,Yes,Yes,35.012931150468674,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.712707315076848,730.4,No
7117,9909-DFRJA,Female,0.010474008021632859,No,No,25.998898613310473,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.84768117920669,2475.35,No
7118,0701-RFGFI,Female,nan,Yes,Yes,49.00883154580566,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.39208822384725,4613.95,No
7119,4522-XRWWI,Male,-0.00918207649152206,Yes,No,42.00443400877972,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.45460886122272,3375.9,No
7120,8720-RQSBJ,Male,0.9833824808500543,No,No,1.0009214264197106,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.00285930360868,44,No
7121,5762-TJXGK,Female,0.001429915983841924,No,No,51.98706820108722,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75764979403638,3038.55,No
7122,3422-WJOYD,Male,0.005041365857557365,Yes,No,27.993640267099213,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.35421696167045,1426.45,No
7123,8400-WZICQ,Female,-0.014379058628118075,Yes,Yes,54.98642376498173,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.706893403618764,3131.8,No
7124,0137-OCGAB,Female,-0.009504053448174215,No,No,1.0209628662638817,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.19429642383878,80.2,Yes
7125,5376-PCKNB,Male,-0.002755443824108677,Yes,Yes,71.98987776108162,Yes,Yes,Fiber optic,No,Yes,Yes,No,yEs,Yes,One year,Yes,Credit card (automatic),104.44791155908888,7459,No
7126,0812-WUPTB,Male,,Yes,No,0.9832746535621345,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.85036144922397,70.85,Yes
7127,7041-TXQJH,Female,0.02408685295976206,No,No,,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),-,1478.85,No
7128,4948-WBBKL,Female,0.9984437193764643,No,No,36.004064758168376,Yes,Yes,Fiber optic,No,No,No,no,No,No,Month-to-month,Yes,Bank transfer (automatic),74.90491564912341,2659.45,No
7129,1518-VOWAV,Female,0.003965421317227537,No,No,9.005682871139875,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.65806551489707,703.55,Yes
7130,6369-MCAKO,Female,-0.0021042680753150128,Yes,Yes,,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),,6185.8,nO
7131,4983-CCWMC,Male,0.005294461747218586,No,No,2.991864984738642,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.60446819386623,207.4,No
7132,0867-MKZVY,Female,,Yes,No,20.0028007471103,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,,1592.35,Yes
7133,2192-OZITF,Female,-0.015527448460013107,No,No,45.02357608480278,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,73.54729790242415,3349.1,No
7134,0348-SDKOL,Female,0.007024944763944095,Yes,No,58.002306651942575,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),,5885.4,Yes
7135,3842-IYKUE,Female,-0.001029606593796877,No,No,34.99938325760231,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.29034118065003,2917.5,Yes
7136,7739-LAXOG,Female,0.0048437043369353745,yEs,Yes,32.000883366035474,Yes,Yes,Fiber optic,No,No,yeS,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.047902996662,2954.5,Yes
7137,8565-WUXZU,Male,1.0015144407535201,Yes,No,nan,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.80340736721497,6141.65,No
7138,0384-LPITE,Male,0.006078335439970148,No,No,,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.0362860476267,2511.55,No
7139,5827-MWCZK,Male,0.019169131162341216,Yes,Yes,55.98528002904003,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.96574360379508,5432.2,No
7140,2800-QQUSO,Male,0.0012667879434900354,No,No,42.00379685341723,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,,4222.95,No
7141,5095-ETBRJ,Female,-0.0007132956410873816,Yes,No,54.99083344030685,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,56.80639879706497,3112.05,No
7142,7649-SIJJF,Male,0.007570163915006023,Yes,No,-,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.09579471134901,5585.4,No
7143,9137-UIYPG,Female,0.003949625033424784,Yes,Yes,35.010811530057886,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.88148252695657,3756.45,No
7144,0657-DOGUM,Female,-0.0053002803674344415,Yes,No,48.02540596071308,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.601095753261006,2985.25,No
7145,2088-IEBAU,Female,0.017508484423093253,No,No,68.00923846034662,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.14213697006606,6148.45,No
7146,7945-HLKEA,Female,-0.008823116187888868,No,No,59.99420559765676,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,,4039.5,No
7147,4121-AGSIN,Female,0.01080028919984108,Yes,Yes,57.99584974668547,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.488984841758,1497.9,No
7148,9184-GALIL,Female,,Yes,Yes,37.98363158668245,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4533839434232,781.25,No
7149,9769-TSBZE,Female,,No,Yes,69.98964004158549,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,65.98491761447558,4891.5,No
7150,8073-IJDCM,Female,-0.008922671508772049,No,No,1.000006134595458,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-,20.3,Yes
7151,8041-TMEID,Male,0.993327960175718,Yes,No,62.98566182855217,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),108.4945240511095,6991.9,No
7152,1929-ZCBHE,Male,-0.0035220840812130822,Yes,Yes,46.99982859533244,No,No phone service,DSL,Yes,No,Yes,Yes,No,no,One year,No,Electronic check,-,1794.8,No
7153,5686-CMAWK,Male,0.006347480368138323,No,No,17.00458517566369,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,,1410.25,No
7154,0388-EOPEX,Female,nan,Yes,No,2.009983091258346,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.41632852950198,139.4,Yes
7155,2725-IWWBA,Male,0.007146228846137615,Yes,Yes,,yEs,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,56.90439247083828,2560.1,No
7156,7996-MHXLW,Female,-,No,No,,yEs,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.150333214844597,1683.6,No
7157,4521-YEEHE,Female,,Yes,No,17.989393541222242,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,,1594.75,No
7158,5698-BQJOH,Female,-0.0005824665001376622,No,no,8.997583674051409,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,nan,857.25,Yes
7159,2266-FUBDZ,Male,0.00016113027708578633,Yes,Yes,14.999088128530055,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.350322553946945,278.85,No
7160,6142-VSJQO,Female,0.007898879956989626,Yes,Yes,0.9994240215919843,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.344793342593974,44.35,yeS
7161,3239-TPHPZ,Female,-0.01512937058224288,Yes,No,11.993534569716594,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.050128751000162,264.55,No
7162,3778-FOAQW,Female,-0.0015379438982490007,Yes,No,24.00286835307923,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.150578615390618,456.85,No
7163,0254-KCJGT,Male,0.0026422297696141457,Yes,No,52.00052993894221,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.38947660283259,4354.45,No
7164,4472-VESGY,Female,-0.011306681634747932,Yes,Yes,52.005756631678935,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.15881499211456,4993.4,No
7165,8634-CILSZ,Male,0.015972402614388242,No,No,69.00452743016274,Yes,Yes,Fiber optic,no,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),,7220.35,Yes
7166,9932-WBWIK,Male,0.0024742347306425934,No,No,10.997557205302558,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.343387052218134,215.25,nO
7167,7558-IMLMT,Male,0.01067667802755373,Yes,Yes,66.98851936306862,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.80140947016107,1411.9,No
7168,9774-NRNAU,Male,1.0089912101795484,Yes,No,26.98762401707239,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.7806132456074,2309.55,No
7169,1162-ECVII,Male,0.9865271257431681,Yes,No,72.016538981798,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75602906962337,7932.5,No
7170,3956-MGXOG,Female,-0.012512093880314663,No,No,28.017330442510065,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.59602416422379,2244.95,No
7171,8221-EQDGL,Male,-,Yes,No,34.98841249327817,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.0000762156645,2130.45,No
7172,1139-WUOAH,Male,-0.005309481291708933,No,No,56.99981597880781,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.36644750080364,3090.05,No
7173,2709-UQGNP,Male,-0.006469468241606572,No,No,10.00969100784213,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.66539194771514,524.5,No
7174,5998-VVEJY,Male,0.004559156130059116,No,No,25.99243157199022,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.51644251215889,2088.8,Yes
7175,0015-UOCOJ,Female,1.0239965760377263,No,No,,Yes,No,DSL,Yes,No,No,No,No,no,Month-to-month,Yes,Electronic check,48.19317571148647,340.35,No
7176,3413-CSSTH,Male,,No,No,40.989728105691505,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.70236462070145,2237.55,No
7177,5505-OVWQW,Female,nan,No,No,17.01332642254639,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.132451716392772,353.65,No
7178,7208-PSIHR,Female,,Yes,No,69.99717050602284,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),-,7188.5,No
7179,9323-HGFWY,Female,0.00017717488642157004,Yes,No,nan,Yes,No,Fiber optic,yeS,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9114078230357,2681.15,No
