MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice
120,3,69.0,3072,1,3,3,0,4,0,0,2,0,3,2,7,5,2,0,7,9,18.0,2,2,2,2,2,3,5,0,0,0,1375,1375,0,0,1,4,1414,0,0,1414,0,0,2,0,2,1,2,6,4,1,5,0,0,2,398,3,4,2,144,20,0,0,0,0,0,5,8,3,0.015614539878199154
70,2,79.0,9480,1,3,3,0,4,0,10,0,0,0,3,5,7,0,0,4,5,224.0,3,2,1,3,2,3,3,386,0,0,342,728,0,0,1,4,888,756,0,1644,0,0,1,1,3,1,2,7,4,2,2,0,3,1,312,3,4,2,168,0,0,0,0,0,0,6,8,3,-0.576780755640423
20,2,98.0,11428,1,0,3,0,4,0,14,2,0,0,2,8,5,0,0,7,9,248.0,2,2,2,2,2,3,5,0,0,0,1626,1626,0,0,1,4,1634,0,0,1634,0,0,2,0,3,1,2,7,4,1,2,0,2,3,866,3,4,2,0,44,0,0,0,0,0,5,8,3,1.3249845385958483
60,2,76.0,9291,1,0,3,0,0,0,18,6,0,0,3,6,5,0,0,3,3,120.0,2,2,2,2,2,3,2,426,0,0,406,832,0,0,1,4,832,878,0,1710,0,0,2,1,3,1,2,7,4,0,3,0,2,2,506,3,4,2,144,70,0,0,0,0,0,6,8,3,0.16738827253898758
120,2,41.0,5330,1,3,3,0,4,0,20,2,0,3,2,8,5,0,0,2,2,0.0,2,2,2,2,2,0,2,1196,0,0,298,1494,0,0,1,4,1652,0,0,1652,1,0,2,0,2,1,0,6,4,0,3,0,2,2,499,3,4,2,96,48,0,0,0,0,0,8,8,3,1.343359082501513
20,2,75.0,13125,1,3,3,0,4,1,3,2,0,0,2,6,5,0,0,7,9,215.0,3,2,2,2,2,1,2,994,0,0,484,1478,0,0,1,4,1493,0,0,1493,1,0,2,0,3,1,2,7,4,1,5,0,0,2,508,3,4,2,140,39,0,0,0,0,0,4,8,3,0.5697907840730392
20,2,79.0,10637,1,3,3,0,4,0,3,2,0,0,2,8,5,2,0,7,9,336.0,2,2,2,0,2,1,2,1288,0,0,417,1705,0,0,1,4,1718,0,0,1718,1,0,2,0,3,1,2,7,4,1,2,0,2,3,826,3,4,2,208,44,0,0,0,0,0,9,8,3,2.1885881021620777
120,3,32.0,4500,1,3,3,0,2,0,9,2,0,2,2,6,5,2,0,7,9,116.0,3,2,2,0,2,3,2,897,0,0,319,1216,0,0,1,4,1216,0,0,1216,1,0,2,0,2,1,3,5,4,0,3,0,3,2,402,3,4,2,0,125,0,0,0,0,0,5,8,3,-0.25522623729129496
20,2,69.0,7758,1,0,3,0,0,0,17,2,0,0,2,5,7,0,0,3,6,0.0,3,1,1,3,2,3,0,588,0,0,411,999,0,2,1,4,999,0,0,999,1,0,1,0,3,1,2,6,4,0,3,3,3,1,264,3,4,2,0,132,0,0,0,0,0,3,8,3,-0.8340243703197253
20,2,79.0,10289,1,3,3,0,4,0,10,2,0,0,2,5,7,2,0,4,5,168.0,3,2,1,3,2,3,0,836,0,0,237,1073,0,3,1,4,1073,0,0,1073,1,0,1,1,3,1,3,6,4,0,3,0,2,2,515,3,4,2,0,0,0,0,0,0,0,6,8,3,-0.4022225885366106
60,2,105.0,15578,1,0,3,0,0,0,6,2,0,0,3,6,5,0,0,7,9,0.0,2,2,2,2,2,3,5,0,0,0,728,728,0,2,1,4,728,728,0,1456,0,0,2,1,3,1,3,8,4,0,3,0,2,2,429,3,4,2,0,0,0,0,0,0,0,5,6,4,-0.09380586908003269
50,2,60.0,9120,1,3,3,0,4,0,1,2,0,0,0,7,6,0,0,8,10,0.0,3,1,2,3,2,3,4,329,0,0,697,1026,0,0,1,4,1133,687,0,1820,1,0,2,0,4,1,3,8,4,0,3,3,3,1,240,3,4,0,0,100,0,0,0,0,0,6,8,3,0.1122646408219942
20,2,65.0,7800,1,3,3,0,4,0,17,2,0,0,2,5,7,2,0,3,3,89.0,3,2,2,3,2,3,0,450,0,0,414,864,0,0,1,4,899,0,0,899,0,0,1,0,3,1,2,5,4,0,3,0,0,1,288,3,4,2,64,0,0,0,0,0,0,6,8,3,-0.8799607300838865
60,0,75.0,9803,1,3,3,0,4,0,19,2,0,0,3,7,5,0,0,7,9,0.0,2,2,2,2,2,3,2,400,0,0,466,866,0,2,1,4,866,902,0,1768,0,0,2,1,3,1,2,7,4,0,3,0,2,2,603,3,4,2,0,108,0,0,0,0,0,2,8,3,0.8968576655938665
60,2,80.0,9554,1,0,3,0,4,0,18,2,0,0,3,8,5,0,0,7,9,125.0,2,2,2,2,2,3,2,380,0,0,397,777,0,0,1,4,1065,846,0,1911,0,0,2,1,3,1,2,8,4,1,5,0,2,2,471,3,4,2,182,81,0,0,0,0,0,9,8,3,0.6818755018975924
20,0,75.0,7862,1,0,3,0,4,0,19,2,0,0,2,6,5,0,0,7,9,0.0,2,2,2,2,2,3,2,27,0,0,1191,1218,0,0,1,4,1218,0,0,1218,0,0,2,0,2,1,2,4,4,0,3,0,0,2,676,3,4,2,0,102,0,0,0,0,0,9,6,4,0.5587660577296405
20,2,80.0,9600,1,3,3,0,0,0,10,2,0,0,2,5,6,0,0,4,5,132.0,3,2,1,3,2,3,0,991,0,0,50,1041,0,0,1,4,1041,0,0,1041,1,0,1,0,3,1,3,6,4,0,3,0,2,1,270,3,4,2,224,88,0,0,0,0,0,7,8,3,-0.981020721565041
120,2,40.0,6792,1,0,3,0,4,0,14,2,0,3,2,7,5,0,0,7,9,94.0,2,2,2,2,2,3,5,0,0,0,1368,1368,0,0,1,4,1368,0,0,1368,0,0,2,0,2,1,2,6,4,1,2,0,2,2,474,3,4,2,132,35,0,0,0,0,0,3,6,4,0.4552255028212213
80,2,69.0,10448,1,0,3,0,0,0,12,2,0,0,5,6,6,0,0,3,3,333.0,3,2,1,3,2,3,5,0,0,0,689,689,0,3,1,4,1378,741,0,2119,0,0,2,1,3,1,3,7,4,1,5,0,2,2,583,3,4,2,0,104,0,0,0,0,0,8,0,0,-0.3654735007252817
60,2,69.0,9531,1,0,3,0,1,0,3,2,0,0,3,6,5,0,0,7,9,0.0,3,2,2,2,2,2,2,706,0,0,88,794,0,0,1,4,882,914,0,1796,1,0,2,1,3,1,3,7,4,0,3,0,2,2,546,3,4,2,0,36,0,0,0,0,0,5,8,3,0.6083773262749346
20,2,90.0,11988,1,0,3,0,0,0,10,1,0,0,2,6,6,0,0,7,9,0.0,3,2,1,3,2,3,4,777,0,0,467,1244,0,0,1,0,1244,0,0,1244,0,0,1,1,3,1,3,6,4,2,2,0,3,1,336,3,4,2,0,40,0,0,0,0,0,5,8,3,-0.5124698519705974
20,0,62.0,7500,1,3,3,0,4,0,19,2,0,0,2,7,5,0,0,7,9,0.0,2,2,2,2,2,3,5,0,0,0,1257,1257,0,0,1,4,1266,0,0,1266,0,0,2,0,3,1,2,6,4,1,5,0,3,2,453,3,4,2,38,144,0,0,0,0,0,4,8,3,-0.03473171042332146
80,2,85.0,10200,1,3,3,0,4,0,21,2,0,0,5,6,5,0,0,3,3,219.0,2,2,1,2,2,0,2,783,0,0,678,1461,0,0,1,4,1509,0,0,1509,1,0,2,0,3,1,2,5,4,1,1,0,2,2,600,3,4,2,224,0,0,0,0,0,0,8,8,0,-0.053106254328985913
60,2,74.0,9056,1,0,3,0,4,0,6,2,0,0,3,8,5,0,0,7,9,0.0,2,2,2,0,1,0,5,0,0,0,707,707,0,0,1,4,707,707,0,1414,0,0,2,1,3,1,2,6,4,1,2,0,0,2,403,3,4,2,100,35,0,0,0,0,0,10,8,3,0.002017377388007456
60,2,57.0,8924,1,0,3,0,1,0,3,2,0,0,3,7,5,0,0,7,9,0.0,3,2,2,2,2,0,5,0,0,0,880,880,0,0,1,4,880,844,0,1724,0,0,2,1,3,1,2,8,4,0,3,0,0,2,527,3,4,2,120,155,0,0,0,0,0,7,8,3,0.18576281644465203
20,2,69.0,12735,1,0,3,0,2,0,10,2,0,0,2,4,5,2,0,4,5,0.0,3,2,1,3,2,3,1,600,0,0,264,864,0,3,1,4,864,0,0,864,0,0,1,0,3,1,3,5,4,0,3,3,3,2,576,3,4,2,216,0,0,0,0,0,0,4,0,3,-1.2244834283150952
60,2,69.0,11000,1,3,3,0,2,0,13,2,0,0,3,8,5,0,0,7,9,72.0,2,2,2,2,2,3,5,0,0,0,969,969,0,0,1,4,997,1288,0,2285,0,0,2,1,4,1,2,8,4,1,5,2,0,3,648,3,4,2,0,56,0,0,0,0,0,6,8,3,1.2882354507845195
85,2,54.0,7244,1,3,3,0,4,0,9,2,0,0,4,5,7,0,0,7,9,0.0,3,1,1,2,2,0,0,619,0,0,149,768,0,0,1,4,768,0,0,768,1,0,1,0,2,1,3,5,4,0,3,3,3,2,624,3,4,2,104,0,0,0,0,0,0,4,8,3,-0.8891480020367187
20,3,50.0,6000,1,3,3,0,4,0,15,2,0,0,2,5,6,2,0,1,1,0.0,3,2,1,3,2,3,4,308,0,0,620,928,0,2,1,0,928,0,0,928,0,0,1,0,3,1,3,5,4,0,3,0,0,1,288,3,4,2,0,0,0,0,0,0,0,6,8,3,-1.2015152484330145
20,2,87.0,11146,1,0,3,0,4,0,14,2,0,0,2,8,5,0,0,7,9,250.0,2,2,2,0,2,0,5,0,0,0,1709,1709,0,0,1,4,1717,0,0,1717,0,0,2,0,3,1,2,7,4,1,2,0,2,3,908,3,4,2,169,39,0,0,0,0,0,7,8,3,1.4260445300770028
60,2,85.0,10625,1,3,3,0,4,0,14,2,0,0,3,7,5,0,0,7,9,292.0,2,2,2,2,2,3,2,866,0,0,132,998,0,0,1,4,1006,1040,0,2046,1,0,2,1,3,1,2,8,4,1,2,2,2,3,871,3,4,2,320,62,0,0,0,0,0,8,8,3,1.9497190313884398
120,2,69.0,3196,1,3,3,0,4,0,0,2,0,3,2,7,5,0,0,7,9,18.0,2,2,2,2,2,1,5,0,0,0,1374,1374,0,0,1,4,1557,0,0,1557,0,0,2,0,2,1,2,7,4,1,5,0,0,2,420,3,4,2,143,20,0,0,0,0,0,10,8,3,1.030991836105217
30,2,63.0,13907,1,3,3,0,4,0,5,2,0,0,2,5,6,0,0,9,11,0.0,3,2,1,3,2,3,1,290,0,0,706,996,0,0,1,4,996,0,0,996,1,0,1,0,3,1,3,6,4,1,2,4,1,0,0,2,2,2,144,0,0,0,0,0,0,7,8,3,-1.2842006960085046
60,2,69.0,13346,1,0,3,0,1,0,13,2,0,0,3,7,5,0,0,3,3,0.0,2,2,2,2,2,3,2,728,0,0,367,1095,0,0,1,4,1166,1129,0,2295,1,0,2,1,4,1,2,9,4,1,5,0,2,2,590,3,4,2,0,40,0,0,0,0,0,7,8,3,1.6557263288978086
20,2,70.0,10171,1,0,3,0,4,0,14,2,0,0,2,7,5,0,0,7,9,168.0,2,2,2,2,2,3,2,2,0,0,1515,1517,0,0,1,4,1535,0,0,1535,0,0,2,0,3,1,2,7,4,0,3,0,2,2,532,3,4,2,0,0,0,0,0,0,0,3,8,3,0.6635009579919279
90,2,69.0,7032,1,0,3,0,0,0,10,2,0,1,4,5,5,0,0,4,5,0.0,3,2,1,2,2,1,2,943,0,0,0,943,0,3,1,4,943,0,0,943,1,0,1,0,2,1,3,4,4,2,5,3,3,2,600,3,4,2,42,0,0,0,0,0,0,12,8,3,-0.7704484484061264
20,2,60.0,7332,1,3,3,0,4,0,10,2,0,0,2,6,6,0,0,9,11,207.0,3,2,1,3,2,3,1,414,0,0,450,864,0,0,1,4,864,0,0,864,1,0,1,0,2,1,2,4,4,0,3,0,3,1,288,3,4,2,168,0,0,0,0,0,0,10,8,0,-1.063706169140531
60,2,83.0,13159,1,0,1,0,0,0,21,2,0,0,3,7,5,0,0,7,9,0.0,3,2,2,0,2,0,5,0,0,0,846,846,0,2,1,4,846,846,0,1692,0,0,2,1,3,1,2,6,4,0,3,0,2,2,650,3,4,2,208,114,0,0,0,0,0,7,6,4,0.8564336690014047
80,2,76.0,9967,1,0,3,0,4,0,6,2,0,0,5,7,5,0,0,7,9,0.0,3,2,2,2,2,3,5,0,0,0,384,384,0,0,1,4,774,656,0,1430,0,0,2,1,3,1,3,8,4,1,5,2,2,2,400,3,4,2,100,0,0,0,0,0,0,12,8,3,-0.1449789738573082
50,3,81.0,12150,1,3,3,0,4,0,15,2,0,0,0,5,5,0,0,4,5,335.0,3,2,0,3,2,3,5,0,0,0,1050,1050,0,0,0,1,1050,745,0,1795,0,0,2,0,4,1,3,7,4,0,3,0,3,1,352,0,4,2,0,0,0,0,0,0,0,11,8,3,-0.8523989142253898
90,2,81.0,11841,0,3,3,0,4,0,5,2,0,1,4,6,5,0,0,3,3,104.0,3,1,1,2,2,0,2,816,0,0,0,816,0,3,1,4,816,0,0,816,1,0,1,0,3,1,3,5,4,0,3,4,1,0,0,2,2,2,0,32,0,0,0,0,0,5,8,3,-1.0912679849990277
85,2,74.0,8740,1,0,3,0,4,0,17,2,0,0,4,5,6,2,0,3,3,0.0,3,2,1,3,2,0,0,672,0,0,168,840,0,3,1,4,860,0,0,860,1,0,1,0,2,1,3,4,4,0,3,3,3,2,528,3,4,2,0,0,0,0,0,0,0,7,8,3,-0.7513389227442353
60,2,64.0,8320,1,3,3,0,4,0,3,2,0,0,3,7,5,0,0,7,9,0.0,2,2,2,2,2,3,2,490,0,0,280,770,0,0,1,4,770,812,0,1582,0,0,2,1,3,1,2,6,4,0,3,0,2,2,520,3,4,2,0,45,0,0,0,0,0,9,8,3,0.14717627424275667
120,3,69.0,4435,1,3,3,0,4,0,3,2,0,3,2,6,5,0,0,7,9,170.0,2,2,2,2,2,0,2,685,0,0,163,848,0,0,1,4,848,0,0,848,1,0,1,0,1,1,2,4,4,0,3,0,0,2,420,3,4,2,140,0,0,0,0,0,0,5,8,3,-0.6962152910272419
20,2,88.0,7990,1,0,3,0,4,0,3,2,0,0,2,5,6,2,0,3,3,0.0,3,2,1,2,2,3,5,0,0,0,924,924,0,3,1,4,924,0,0,924,0,0,1,0,3,1,3,5,4,0,3,3,3,1,280,3,4,2,0,0,0,0,0,0,0,4,8,3,-1.2474516081971756
70,3,60.0,3600,1,3,3,0,4,0,15,2,0,0,3,6,7,0,0,7,9,0.0,3,2,1,3,2,3,5,0,0,0,684,684,0,0,0,0,684,684,0,1368,0,0,1,0,3,1,3,7,4,0,3,3,3,1,216,3,0,0,0,158,0,0,0,0,0,10,8,3,-1.164692662446063
60,2,74.0,10927,1,3,3,0,4,0,14,2,0,0,3,8,5,0,0,7,9,280.0,2,2,2,2,2,0,2,546,0,0,512,1058,0,0,1,4,1058,846,0,1904,1,0,2,1,3,1,0,8,4,1,2,2,0,2,736,3,4,2,179,60,0,0,0,0,0,6,8,3,1.7843481362374598
60,2,80.0,10041,1,0,3,0,4,0,18,2,0,0,3,8,5,0,0,3,3,0.0,2,2,2,2,2,2,2,789,0,0,119,908,0,0,1,4,927,988,0,1915,1,0,2,1,3,1,2,8,4,1,5,0,0,2,506,3,4,2,120,150,0,0,0,0,0,2,8,0,0.7737482214259147
20,2,88.0,12803,1,0,3,0,4,0,3,2,0,0,2,7,5,0,0,7,9,99.0,2,2,2,2,2,2,2,922,0,0,572,1494,0,0,1,4,1494,0,0,1494,1,0,2,0,3,1,2,6,4,1,5,0,2,2,530,3,4,2,192,36,0,0,0,0,0,9,8,3,0.7921227653315791
20,2,82.0,12464,1,1,2,0,0,1,3,2,0,0,2,5,5,0,0,7,9,0.0,3,1,2,2,2,3,2,732,0,0,308,1040,0,2,1,4,1040,0,0,1040,1,0,1,0,3,1,2,6,4,0,3,3,3,2,576,3,4,2,168,0,0,0,0,0,0,11,8,3,-0.47572076415926845
60,2,69.0,11050,1,3,3,0,4,0,3,3,0,0,3,9,5,2,0,7,9,204.0,2,2,2,0,2,2,2,904,0,0,536,1440,0,0,1,4,1476,677,0,2153,1,0,2,1,3,1,0,8,4,2,0,0,0,3,736,3,4,2,253,142,0,0,0,0,0,5,8,3,2.4825808046527094
60,2,69.0,11885,1,3,3,0,4,0,3,2,0,0,3,8,5,0,0,7,9,108.0,2,2,2,2,2,0,2,990,0,0,309,1299,0,0,1,4,1299,573,0,1872,1,0,2,1,3,1,0,7,4,1,5,2,2,2,531,3,4,2,160,122,0,0,0,0,0,11,8,3,1.5362917935109897
20,2,70.0,8402,1,3,3,0,4,0,9,1,0,0,2,5,5,0,0,7,9,0.0,3,2,2,2,2,3,0,206,0,0,914,1120,0,0,1,4,1120,0,0,1120,0,0,1,0,3,1,3,6,4,0,3,4,1,0,0,2,2,2,0,30,0,0,0,0,0,12,6,4,-0.5675934836875908
85,2,80.0,8800,1,3,3,0,4,0,10,1,0,0,4,6,7,0,0,4,5,156.0,3,1,2,3,2,1,2,763,0,0,173,936,0,0,1,4,1054,0,0,1054,1,0,1,0,3,1,2,6,4,0,3,0,2,2,480,3,4,2,120,0,0,0,0,0,0,5,8,0,-0.7421516507914031
60,2,69.0,7861,1,0,3,0,4,0,6,2,0,0,3,6,5,0,0,7,9,0.0,2,2,2,2,2,3,2,457,0,0,326,783,0,0,1,4,807,702,0,1509,1,0,2,1,3,1,2,7,4,1,2,0,0,2,393,3,4,2,100,75,0,0,0,0,0,6,8,3,0.09756500569746264
45,2,59.0,7227,1,3,1,0,0,1,10,0,0,0,1,6,6,0,0,4,5,0.0,3,2,1,3,2,3,5,0,0,0,832,832,0,2,1,4,832,0,0,832,0,0,1,0,2,1,2,4,4,0,3,3,3,2,528,3,4,2,0,0,0,0,0,0,0,6,8,3,-1.3301370557726657
60,2,85.0,12244,1,3,3,0,4,0,21,2,0,0,3,8,5,2,0,7,9,226.0,2,2,2,2,2,1,2,871,0,0,611,1482,0,0,1,4,1482,780,0,2262,1,0,2,1,4,1,2,10,4,2,2,0,0,3,749,3,4,2,168,0,0,0,0,0,0,8,8,3,2.3355844534073937
20,2,71.0,7064,1,3,3,0,4,0,17,2,0,0,2,5,6,0,0,5,6,153.0,3,2,1,3,2,3,1,560,0,0,420,980,0,3,1,4,980,0,0,980,0,0,1,0,3,1,3,6,4,0,3,3,3,2,484,3,4,2,192,0,0,0,0,0,0,7,8,3,-0.7880880105555642
120,2,34.0,4590,1,3,3,0,4,0,14,2,0,2,2,8,5,0,0,7,9,108.0,2,2,2,2,1,2,2,24,0,0,1530,1554,0,0,1,4,1554,0,0,1554,0,0,2,0,2,1,2,6,4,1,2,0,2,2,627,3,4,2,156,73,0,0,0,0,0,8,8,3,0.5808155104164379
20,2,85.0,11900,1,3,3,0,4,0,12,2,0,0,2,7,5,2,0,5,6,209.0,3,1,1,3,2,3,0,822,0,0,564,1386,0,3,1,4,1411,0,0,1411,0,0,2,0,3,1,3,6,4,1,5,0,0,2,544,3,4,2,192,0,0,0,0,0,0,4,8,2,-1.7527515656029482
120,2,53.0,3982,1,3,3,0,4,0,0,2,0,3,2,8,5,2,0,7,9,0.0,2,2,2,2,1,0,2,1154,0,0,366,1520,0,0,1,4,1567,0,0,1567,1,0,2,0,1,1,0,7,4,1,2,0,0,3,648,3,4,2,312,0,0,0,0,0,0,10,6,4,1.5925362724062286
60,0,65.0,8125,1,3,3,0,4,0,19,2,0,0,3,7,6,0,0,2,2,0.0,2,2,2,2,2,3,5,0,0,0,813,813,0,0,1,4,822,843,0,1665,0,0,2,1,3,1,2,7,4,0,3,0,2,2,562,3,4,2,0,0,0,0,0,0,0,5,8,3,0.5155858795513291
70,2,60.0,9084,1,3,3,0,4,0,5,0,0,0,3,4,5,0,0,4,5,0.0,3,2,1,3,2,2,5,0,0,0,755,755,0,3,1,4,755,755,0,1510,1,0,1,0,4,1,3,7,4,1,2,3,3,1,296,0,3,1,120,0,0,0,0,0,0,10,8,3,-1.2842006960085046
60,2,70.0,8750,1,3,3,0,4,0,3,2,0,0,3,7,5,0,0,7,9,0.0,2,2,2,2,2,3,5,0,0,0,880,880,0,0,1,4,909,807,0,1716,0,0,2,1,2,1,2,7,4,1,5,0,2,2,512,3,4,2,0,120,0,0,0,0,0,7,8,3,0.2408864481616454
20,2,72.0,10007,1,0,3,0,4,0,10,2,0,0,2,5,7,0,0,3,3,54.0,2,2,1,3,2,3,0,806,0,0,247,1053,0,0,1,4,1053,0,0,1053,1,0,1,1,3,1,2,5,4,0,3,0,2,1,312,3,4,2,0,0,0,0,0,0,0,8,8,3,-0.5951552995460874
20,2,75.0,9937,1,3,3,0,0,0,5,2,0,0,2,5,7,2,0,4,5,0.0,3,1,2,3,2,3,1,637,0,0,849,1486,0,0,1,4,1486,0,0,1486,1,0,1,0,3,1,3,7,4,0,3,3,0,2,480,3,4,2,0,0,0,0,0,0,0,3,8,3,-0.20010260557430157
60,2,106.0,11194,1,0,3,0,0,0,6,2,0,0,3,8,5,0,0,7,9,40.0,2,2,2,2,2,3,5,0,0,0,1406,1406,0,0,1,4,1454,482,0,1936,0,0,2,1,3,1,2,7,4,1,5,0,2,2,504,3,4,2,188,124,0,0,0,0,0,11,8,3,0.9666809324353914
20,2,65.0,8125,1,3,3,0,4,0,18,2,0,0,2,6,5,0,0,3,3,258.0,3,2,2,2,2,3,2,1138,0,0,270,1408,0,0,1,4,1679,0,0,1679,1,0,2,0,3,1,2,7,4,1,1,0,2,2,575,3,4,2,224,42,0,0,0,0,0,10,8,3,0.28682280792580656
20,2,69.0,14175,1,3,0,0,0,1,17,2,0,0,2,5,6,0,0,2,10,0.0,3,2,1,3,2,3,4,988,0,0,200,1188,0,2,1,4,1437,0,0,1437,1,0,1,1,3,1,3,6,3,1,5,3,3,2,576,3,4,2,304,0,0,0,0,0,0,11,8,3,-0.18172806166863711
60,2,64.0,8633,1,3,3,0,2,0,3,2,0,0,3,6,5,0,0,7,9,0.0,2,2,2,2,2,3,2,193,0,0,545,738,0,0,1,4,738,738,0,1476,1,0,2,1,3,1,2,7,4,0,3,0,0,2,540,3,4,2,100,35,0,0,0,0,0,2,8,3,-0.08066807018748261
70,1,54.0,6629,1,3,3,0,4,0,5,0,0,0,3,6,6,1,0,8,10,0.0,3,1,0,3,2,3,1,551,0,0,121,672,0,3,0,4,697,672,0,1369,1,0,2,0,3,1,3,6,4,0,3,3,3,1,300,3,4,2,147,0,0,0,0,0,0,7,8,3,-1.3650486891934281
20,2,69.0,11250,1,0,3,0,4,0,22,2,0,0,2,6,6,0,0,5,6,0.0,2,2,1,2,2,3,0,767,0,0,441,1208,0,3,1,4,1208,0,0,1208,1,0,1,1,3,1,3,6,4,1,5,0,2,2,546,3,4,2,198,42,0,0,0,0,0,6,8,3,-0.23685169338563047
20,2,69.0,9945,1,0,3,0,4,0,17,2,0,0,2,5,5,2,0,8,10,57.0,3,2,1,3,2,3,4,827,0,0,161,988,0,3,1,4,988,0,0,988,1,0,1,0,3,1,3,5,4,0,3,3,3,2,572,3,4,2,0,0,0,0,0,0,0,10,8,3,-0.9075225459423831
120,2,69.0,2887,1,3,1,0,4,0,2,2,0,0,2,6,5,0,0,8,10,0.0,3,2,2,2,2,2,2,1003,0,0,288,1291,0,0,1,4,1291,0,0,1291,1,0,1,0,2,1,2,6,4,1,2,0,3,2,431,3,4,2,307,0,0,0,0,0,0,11,8,3,-0.08985534214031483
20,2,90.0,11248,1,0,3,0,0,0,3,2,0,0,2,9,5,2,0,7,9,215.0,2,2,2,2,2,0,2,1059,0,0,567,1626,0,0,1,4,1668,0,0,1668,1,0,2,0,3,1,2,7,4,1,5,0,0,3,702,3,4,2,257,45,0,0,0,0,0,7,8,3,1.9680935752941044
60,2,58.0,16770,1,1,3,0,1,0,13,2,0,0,3,7,5,0,0,7,9,30.0,2,2,2,2,2,3,5,0,0,0,1195,1195,0,2,1,4,1195,644,0,1839,0,0,2,1,4,1,3,7,4,0,3,0,0,2,486,3,4,2,0,81,0,0,0,0,0,6,8,3,0.7921227653315791
60,0,84.0,10207,1,3,3,0,4,0,19,2,0,0,3,7,6,0,0,7,9,0.0,2,2,2,2,2,3,5,0,0,0,874,874,0,0,1,4,874,887,0,1761,0,0,3,0,3,1,2,7,4,0,3,0,0,2,578,3,4,2,144,105,0,0,0,0,0,8,6,4,0.9184477546830223
120,2,61.0,7577,1,0,3,0,0,0,14,2,0,3,2,6,5,0,0,7,9,256.0,2,2,2,2,2,0,0,20,0,0,1342,1362,0,0,1,4,1362,0,0,1362,0,0,2,0,2,1,2,6,4,1,2,0,2,2,460,3,4,2,192,28,0,0,0,0,0,6,8,3,0.30887226061260387
120,3,69.0,4426,1,3,3,0,4,0,3,2,0,3,2,6,5,0,0,7,9,147.0,2,2,2,2,2,1,2,697,0,0,151,848,0,0,1,4,848,0,0,848,1,0,1,0,1,1,2,3,4,1,5,0,2,2,420,3,4,2,149,0,0,0,0,0,0,5,8,3,-0.6778407471215775
50,3,51.0,6120,1,3,3,0,0,0,1,2,0,0,0,5,6,0,0,8,10,0.0,3,0,0,3,2,3,5,0,0,0,927,927,0,3,1,4,1067,472,0,1539,0,0,1,1,3,1,3,5,4,0,3,3,3,2,576,3,4,2,112,0,0,0,0,0,0,4,8,3,-0.6686534751687452
120,0,59.0,4282,1,1,3,0,4,0,19,2,0,3,2,7,5,0,0,4,5,0.0,2,2,2,2,2,2,2,16,0,0,1375,1391,0,0,1,4,1391,0,0,1391,0,0,2,0,2,1,2,5,4,0,3,0,2,2,530,3,4,2,156,158,0,0,0,0,0,7,8,3,0.33275916768996766
20,2,80.0,9600,1,3,3,0,4,0,12,2,0,0,2,7,5,2,0,3,3,168.0,3,2,1,3,2,3,5,0,0,0,1164,1164,0,3,1,4,1164,0,0,1164,0,0,1,1,3,1,3,6,4,0,3,0,3,2,528,3,4,2,0,0,0,0,0,0,0,7,0,3,-0.6962152910272419
120,2,48.0,6240,1,3,3,0,4,0,14,2,0,3,2,8,5,2,0,4,5,176.0,2,2,2,2,2,3,2,863,0,0,461,1324,0,0,1,4,1324,0,0,1324,1,0,2,0,2,1,2,6,4,1,2,0,0,2,550,3,4,2,192,38,0,0,0,0,0,12,8,3,1.3984827142185061
60,2,65.0,9018,1,0,3,0,4,0,6,2,0,0,3,7,5,2,0,7,9,0.0,2,2,2,2,2,0,5,0,0,0,728,728,0,0,1,4,728,728,0,1456,0,0,2,1,3,1,2,8,4,1,2,0,0,2,400,3,4,2,100,24,0,0,0,0,0,7,6,4,0.03031417500273072
20,2,69.0,7162,1,0,3,0,4,0,17,2,0,0,2,5,7,0,0,3,3,41.0,3,2,2,3,2,3,5,0,0,0,876,876,0,3,1,4,904,0,0,904,0,0,1,0,3,1,3,6,4,0,3,0,3,1,408,3,4,2,0,0,0,0,0,0,0,12,8,0,-1.249289062587742
30,2,56.0,4130,1,0,3,0,4,0,1,2,0,0,2,3,6,0,0,7,9,0.0,2,2,1,3,2,3,5,0,0,0,270,270,0,2,1,4,729,0,0,729,0,0,1,0,2,1,3,5,1,0,3,4,1,0,0,2,2,0,0,0,0,0,0,0,0,7,8,3,-2.3131751547257142
